invoice_id,subscription_id,customer_id,plan_id,invoice_date,amount
INV68533,S_NEW_S3712,C12590,PY,2024-05-29,10000.0
INV2006,S401,C1313,BM,2024-05-29,400.0
INV20200,S3858,C13152,PM,2024-05-29,1000.0
INV20310,S3882,C13232,BM,2024-05-29,400.0
INV20444,S3910,C13337,PM,2024-05-29,1000.0
INV20456,S3911,C13341,BM,2024-05-29,400.0
INV21778,S4156,C14176,PM,2024-05-29,1000.0
INV22276,S4254,C14474,PM,2024-05-29,1000.0
INV22855,S4349,C14778,PM,2024-05-29,1000.0
INV2340,S462,C1489,BM,2024-05-29,400.0
INV23268,S4415,C14985,BM,2024-05-29,400.0
INV23536,S4479,C15184,BM,2024-05-29,400.0
INV70130,S_NEW_S4532,C15369,PM,2024-05-29,1000.0
INV23958,S4562,C15468,PM,2024-05-29,1000.0
INV24016,S4573,C15505,BM,2024-05-29,400.0
INV24353,S4642,C15721,PM,2024-05-29,1000.0
INV24703,S4718,C15945,PM,2024-05-29,1000.0
INV25694,S4905,C16588,BM,2024-05-29,400.0
INV26070,S4992,C16883,BM,2024-05-29,400.0
INV26122,S5001,C16917,BM,2024-05-29,400.0
INV26153,S5007,C16932,BM,2024-05-29,400.0
INV26461,S5057,C17102,BM,2024-05-29,400.0
INV26673,S5103,C17241,BM,2024-05-29,400.0
INV27049,S5193,C17524,PM,2024-05-29,1000.0
INV2717,S531,C1755,BM,2024-05-29,400.0
INV27102,S5209,C17581,BM,2024-05-29,360.0
INV27202,S5227,C17641,BM,2024-05-29,400.0
INV27750,S5331,C18007,BM,2024-05-29,400.0
INV28036,S5376,C18173,BM,2024-05-29,400.0
INV28080,S5383,C18190,BM,2024-05-29,400.0
INV28106,S5386,C18194,BM,2024-05-29,400.0
INV2862,S558,C1831,PM,2024-05-29,1000.0
INV28572,S5454,C18379,BM,2024-05-29,360.0
INV28586,S5457,C18390,PM,2024-05-29,1000.0
INV29259,S5592,C18781,BM,2024-05-29,400.0
INV30664,S5859,C19669,BM,2024-05-29,400.0
INV30900,S5910,C19823,BM,2024-05-29,396.0
INV32013,S6131,C20561,PM,2024-05-29,1000.0
INV32101,S6145,C20613,PM,2024-05-29,1000.0
INV32140,S6150,C20636,BM,2024-05-29,400.0
INV32273,S6173,C20717,PM,2024-05-29,1000.0
INV32442,S6204,C20824,BM,2024-05-29,400.0
INV3205,S630,C2084,PM,2024-05-29,1000.0
INV32815,S6268,C21016,BM,2024-05-29,400.0
INV73297,S_NEW_S6315,C21202,PY,2024-05-29,10000.0
INV3351,S650,C2154,BM,2024-05-29,400.0
INV33644,S6435,C21619,PM,2024-05-29,1000.0
INV73585,S_NEW_S6507,C21844,PY,2024-05-29,10000.0
INV34301,S6562,C22025,PM,2024-05-29,1000.0
INV34703,S6644,C22267,PM,2024-05-29,1000.0
INV3447,S671,C2232,BM,2024-05-29,400.0
INV35086,S6720,C22517,BM,2024-05-29,400.0
INV35131,S6726,C22542,BM,2024-05-29,400.0
INV35402,S6784,C22739,PM,2024-05-29,1000.0
INV35636,S6826,C22882,PM,2024-05-29,1000.0
INV327,S68,C241,PM,2024-05-29,1000.0
INV37951,S7272,C24314,PM,2024-05-29,1000.0
INV3753,S728,C2433,PM,2024-05-29,1000.0
INV75422,S_NEW_S7483,C24972,PY,2024-05-29,10000.0
INV40050,S7679,C25617,PM,2024-05-29,1000.0
INV40590,S7786,C25942,BM,2024-05-29,400.0
INV40643,S7798,C25984,PM,2024-05-29,1000.0
INV41128,S7889,C26353,BM,2024-05-29,400.0
INV4200,S821,C2736,PM,2024-05-29,1000.0
INV4215,S823,C2746,PM,2024-05-29,1000.0
INV76536,S_NEW_S8223,C27469,PY,2024-05-29,10000.0
INV42845,S8246,C27545,PM,2024-05-29,1000.0
INV43100,S8293,C27716,PM,2024-05-29,1000.0
INV44010,S8476,C28336,BM,2024-05-29,400.0
INV44312,S8539,C28505,BM,2024-05-29,392.0
INV44400,S8560,C28560,BM,2024-05-29,400.0
INV44698,S8620,C28758,BM,2024-05-29,400.0
INV77113,S_NEW_S8645,C28845,PM,2024-05-29,1000.0
INV45053,S8693,C28991,BM,2024-05-29,400.0
INV45098,S8702,C29021,BM,2024-05-29,400.0
INV45160,S8713,C29062,BM,2024-05-29,400.0
INV45207,S8719,C29090,PM,2024-05-29,1000.0
INV46390,S8953,C29903,BM,2024-05-29,384.0
INV46832,S9042,C30187,PM,2024-05-29,1000.0
INV47231,S9121,C30454,PM,2024-05-29,1000.0
INV47392,S9159,C30559,PM,2024-05-29,1000.0
INV47820,S9247,C30841,PM,2024-05-29,1000.0
INV48091,S9314,C31080,PM,2024-05-29,1000.0
INV48146,S9324,C31109,BM,2024-05-29,400.0
INV48184,S9332,C31139,BM,2024-05-29,400.0
INV49078,S9502,C31693,PM,2024-05-29,1000.0
INV49427,S9559,C31852,BM,2024-05-29,400.0
INV49905,S9644,C32117,PM,2024-05-29,1000.0
INV50030,S9667,C32184,PM,2024-05-29,1000.0
INV50927,S9841,C32763,BM,2024-05-29,376.0
INV51024,S9861,C32832,BM,2024-05-29,400.0
INV51174,S9894,C32929,PM,2024-05-29,1000.0
INV52403,S10137,C33713,BM,2024-05-29,400.0
INV53407,S10339,C34404,PM,2024-05-29,1000.0
INV53555,S10366,C34516,PM,2024-05-29,1000.0
INV54313,S10530,C35091,PM,2024-05-29,1000.0
INV54325,S10531,C35094,BM,2024-05-29,400.0
INV54358,S10534,C35110,BM,2024-05-29,400.0
INV54405,S10543,C35139,PM,2024-05-29,1000.0
INV54456,S10553,C35169,PM,2024-05-29,1000.0
INV54480,S10559,C35196,BM,2024-05-29,392.0
INV54585,S10577,C35244,PM,2024-05-29,1000.0
INV54631,S10585,C35262,BM,2024-05-29,400.0
INV54711,S10602,C35327,BM,2024-05-29,400.0
INV54795,S10621,C35408,BM,2024-05-29,400.0
INV55135,S10700,C35681,PM,2024-05-29,1000.0
INV5435,S1066,C3576,BM,2024-05-29,400.0
INV80952,S_NEW_S10833,C36161,PY,2024-05-29,10000.0
INV56185,S10906,C36423,PM,2024-05-29,1000.0
INV56712,S10998,C36745,PM,2024-05-29,1000.0
INV56792,S11023,C36831,BM,2024-05-29,400.0
INV56893,S11045,C36939,BM,2024-05-29,400.0
INV57056,S11071,C37032,PM,2024-05-29,1000.0
INV63516,S_NEW_S1113,C3714,PY,2024-05-29,10000.0
INV57284,S11122,C37194,BM,2024-05-29,400.0
INV58211,S11303,C37769,BM,2024-05-29,368.0
INV58314,S11320,C37827,PM,2024-05-29,1000.0
INV59017,S11458,C38279,PM,2024-05-29,1000.0
INV59209,S11493,C38397,PM,2024-05-29,1000.0
INV59496,S11558,C38582,BM,2024-05-29,400.0
INV59977,S11669,C38932,BM,2024-05-29,400.0
INV5887,S1164,C3894,BM,2024-05-29,400.0
INV61110,S11882,C39659,BM,2024-05-29,400.0
INV6069,S1197,C4019,BM,2024-05-29,392.0
INV6258,S1226,C4112,PM,2024-05-29,890.0
INV6291,S1236,C4143,PM,2024-05-29,1000.0
INV6439,S1269,C4279,BM,2024-05-29,400.0
INV6865,S1339,C4527,BM,2024-05-29,400.0
INV61705,S_NEW_S141,C463,PY,2024-05-29,10000.0
INV7064,S1376,C4644,BM,2024-05-29,400.0
INV7348,S1424,C4819,BM,2024-05-29,384.0
INV7366,S1428,C4832,BM,2024-05-29,400.0
INV64080,S_NEW_S1445,C4898,PM,2024-05-29,1000.0
INV7678,S1493,C5071,BM,2024-05-29,360.0
INV7695,S1495,C5079,BM,2024-05-29,400.0
INV51,S17,C52,PM,2024-05-29,1000.0
INV61752,S_NEW_S164,C530,PY,2024-05-29,10000.0
INV742,S165,C533,BM,2024-05-29,400.0
INV9240,S1806,C6049,PM,2024-05-29,1000.0
INV65196,S_NEW_S1978,C6670,PY,2024-05-29,10000.0
INV65328,S_NEW_S2040,C6913,PM,2024-05-29,1000.0
INV76,S24,C70,PM,2024-05-29,1000.0
INV10894,S2121,C7201,PM,2024-05-29,960.0
INV11037,S2149,C7297,BM,2024-05-29,400.0
INV11067,S2153,C7307,BM,2024-05-29,384.0
INV65700,S_NEW_S2213,C7516,PM,2024-05-29,1000.0
INV11480,S2217,C7540,BM,2024-05-29,400.0
INV11540,S2232,C7581,BM,2024-05-29,400.0
INV11815,S2285,C7729,BM,2024-05-29,400.0
INV12151,S2363,C7992,BM,2024-05-29,360.0
INV12188,S2372,C8015,PM,2024-05-29,1000.0
INV12904,S2501,C8462,PM,2024-05-29,1000.0
INV66228,S_NEW_S2508,C8481,PY,2024-05-29,10000.0
INV13095,S2536,C8610,PM,2024-05-29,1000.0
INV1225,S254,C864,PM,2024-05-29,1000.0
INV13444,S2602,C8837,BM,2024-05-29,360.0
INV13484,S2609,C8862,BM,2024-05-29,400.0
INV14464,S2802,C9483,BM,2024-05-29,360.0
INV14767,S2864,C9694,BM,2024-05-29,400.0
INV1423,S291,C993,PM,2024-05-29,1000.0
INV15327,S2969,C10071,PM,2024-05-30,1000.0
INV16560,S3189,C10808,PM,2024-05-30,1000.0
INV1618,S327,C1105,PM,2024-05-30,1000.0
INV16961,S3263,C11071,PM,2024-05-30,1000.0
INV17143,S3297,C11184,BM,2024-05-30,400.0
INV17262,S3314,C11256,BM,2024-05-30,400.0
INV18034,S3439,C11628,PM,2024-05-30,1000.0
INV18092,S3447,C11651,BM,2024-05-30,400.0
INV18443,S3518,C11897,PM,2024-05-30,1000.0
INV163,S37,C120,BM,2024-05-30,400.0
INV18901,S3603,C12199,PM,2024-05-30,1000.0
INV20066,S3840,C13086,BM,2024-05-30,400.0
INV20221,S3862,C13164,PM,2024-05-30,1000.0
INV69062,S_NEW_S3994,C13615,PY,2024-05-30,10000.0
INV21099,S4028,C13754,PM,2024-05-30,1000.0
INV21350,S4068,C13878,PM,2024-05-30,1000.0
INV69420,S_NEW_S4192,C14298,PM,2024-05-30,1000.0
INV22206,S4246,C14447,BM,2024-05-30,400.0
INV22700,S4322,C14696,BM,2024-05-30,368.0
INV22914,S4361,C14818,BM,2024-05-30,400.0
INV22966,S4370,C14845,PM,2024-05-30,1000.0
INV23679,S4507,C15284,BM,2024-05-30,400.0
INV23834,S4535,C15377,PM,2024-05-30,1000.0
INV70153,S_NEW_S4542,C15400,PM,2024-05-30,1000.0
INV23993,S4570,C15493,BM,2024-05-30,400.0
INV24029,S4575,C15517,PM,2024-05-30,1000.0
INV24107,S4588,C15545,BM,2024-05-30,400.0
INV24287,S4621,C15657,BM,2024-05-30,384.0
INV24953,S4764,C16125,PM,2024-05-30,1000.0
INV24968,S4767,C16132,PM,2024-05-30,1000.0
INV25013,S4774,C16168,BM,2024-05-30,400.0
INV25201,S4808,C16271,BM,2024-05-30,400.0
INV25500,S4864,C16469,PM,2024-05-30,1000.0
INV25670,S4901,C16568,BM,2024-05-30,400.0
INV26216,S5020,C16988,PM,2024-05-30,1000.0
INV26520,S5066,C17126,BM,2024-05-30,400.0
INV26858,S5144,C17392,PM,2024-05-30,1000.0
INV27034,S5188,C17510,PM,2024-05-30,1000.0
INV27891,S5351,C18071,BM,2024-05-30,360.0
INV71460,S_NEW_S5359,C18105,PY,2024-05-30,10000.0
INV28975,S5543,C18650,PM,2024-05-30,1000.0
INV29159,S5575,C18751,PM,2024-05-30,1000.0
INV29273,S5594,C18786,BM,2024-05-30,400.0
INV29308,S5597,C18795,BM,2024-05-30,360.0
INV29337,S5605,C18832,BM,2024-05-30,400.0
INV29484,S5628,C18900,BM,2024-05-30,400.0
INV29580,S5647,C18952,BM,2024-05-30,400.0
INV72110,S_NEW_S5699,C19146,PM,2024-05-30,1000.0
INV30230,S5768,C19349,BM,2024-05-30,360.0
INV30551,S5830,C19574,BM,2024-05-30,400.0
INV3075,S599,C1959,BM,2024-05-30,400.0
INV30710,S5871,C19702,BM,2024-05-30,400.0
INV31530,S6039,C20252,PM,2024-05-30,1000.0
INV32172,S6156,C20656,BM,2024-05-30,400.0
INV32335,S6185,C20743,BM,2024-05-30,400.0
INV32947,S6297,C21125,PM,2024-05-30,1000.0
INV32956,S6298,C21128,PM,2024-05-30,1000.0
INV33033,S6313,C21197,PM,2024-05-30,1000.0
INV33264,S6354,C21324,BM,2024-05-30,400.0
INV3344,S649,C2153,BM,2024-05-30,400.0
INV35028,S6711,C22490,BM,2024-05-30,400.0
INV35247,S6750,C22610,PM,2024-05-30,1000.0
INV74125,S_NEW_S6831,C22888,PM,2024-05-30,1000.0
INV3543,S690,C2289,BM,2024-05-30,400.0
INV35770,S6849,C22934,BM,2024-05-30,400.0
INV36099,S6908,C23105,BM,2024-05-30,400.0
INV36241,S6938,C23215,PM,2024-05-30,1000.0
INV36526,S6998,C23403,BM,2024-05-30,400.0
INV36658,S7024,C23503,BM,2024-05-30,400.0
INV37705,S7226,C24178,BM,2024-05-30,400.0
INV3784,S733,C2442,PM,2024-05-30,970.0
INV38442,S7360,C24574,PM,2024-05-30,1000.0
INV39139,S7498,C25016,PM,2024-05-30,1000.0
INV39746,S7618,C25407,PM,2024-05-30,1000.0
INV75720,S_NEW_S7625,C25423,PY,2024-05-30,10000.0
INV39823,S7636,C25459,PM,2024-05-30,1000.0
INV75780,S_NEW_S7659,C25551,PY,2024-05-30,10000.0
INV40903,S7855,C26214,PM,2024-05-30,1000.0
INV41959,S8061,C26898,PM,2024-05-30,980.0
INV42557,S8199,C27405,BM,2024-05-30,400.0
INV76490,S_NEW_S8204,C27420,PY,2024-05-30,10000.0
INV42609,S8209,C27429,BM,2024-05-30,400.0
INV43087,S8291,C27707,BM,2024-05-30,400.0
INV43488,S8374,C27980,BM,2024-05-30,400.0
INV43575,S8390,C28026,BM,2024-05-30,360.0
INV43809,S8430,C28176,BM,2024-05-30,400.0
INV44084,S8496,C28395,PM,2024-05-30,1000.0
INV44158,S8509,C28426,BM,2024-05-30,400.0
INV44523,S8583,C28627,PM,2024-05-30,1000.0
INV44754,S8635,C28800,BM,2024-05-30,400.0
INV77221,S_NEW_S8674,C28927,PM,2024-05-30,1000.0
INV77293,S_NEW_S8694,C28993,PY,2024-05-30,10000.0
INV45116,S8704,C29025,BM,2024-05-30,400.0
INV45329,S8744,C29180,BM,2024-05-30,400.0
INV46024,S8891,C29689,PM,2024-05-30,1000.0
INV46201,S8920,C29787,BM,2024-05-30,400.0
INV46214,S8923,C29795,PM,2024-05-30,1000.0
INV46800,S9036,C30171,BM,2024-05-30,400.0
INV47089,S9086,C30328,BM,2024-05-30,400.0
INV78134,S_NEW_S9153,C30548,PY,2024-05-30,10000.0
INV47511,S9178,C30613,BM,2024-05-30,400.0
INV49122,S9510,C31725,PM,2024-05-30,1000.0
INV50088,S9681,C32235,BM,2024-05-30,400.0
INV50560,S9781,C32558,PM,2024-05-30,970.0
INV4983,S978,C3259,BM,2024-05-30,400.0
INV51362,S9934,C33039,PM,2024-05-30,1000.0
INV5110,S1002,C3345,PM,2024-05-30,1000.0
INV52002,S10062,C33457,PM,2024-05-30,1000.0
INV52094,S10082,C33546,BM,2024-05-30,400.0
INV52700,S10211,C33966,PM,2024-05-30,1000.0
INV80065,S_NEW_S10214,C33973,PY,2024-05-30,10000.0
INV52764,S10218,C33987,BM,2024-05-30,400.0
INV52823,S10230,C34030,PM,2024-05-30,1000.0
INV5186,S1018,C3413,PM,2024-05-30,1000.0
INV53232,S10299,C34299,PM,2024-05-30,1000.0
INV53665,S10392,C34598,BM,2024-05-30,400.0
INV80378,S_NEW_S10487,C34945,PY,2024-05-30,10000.0
INV54155,S10504,C34991,PM,2024-05-30,1000.0
INV54233,S10515,C35027,BM,2024-05-30,400.0
INV80581,S_NEW_S10586,C35264,PM,2024-05-30,1000.0
INV54649,S10589,C35267,BM,2024-05-30,400.0
INV5337,S1053,C3537,BM,2024-05-30,400.0
INV55300,S10737,C35847,BM,2024-05-30,400.0
INV55407,S10758,C35926,BM,2024-05-30,400.0
INV80870,S_NEW_S10764,C35945,PY,2024-05-30,10000.0
INV57391,S11145,C37271,BM,2024-05-30,400.0
INV57501,S11161,C37327,PM,2024-05-30,1000.0
INV63552,S_NEW_S1119,C3734,PM,2024-05-30,1000.0
INV81684,S_NEW_S11187,C37426,PM,2024-05-30,1000.0
INV58149,S11292,C37737,BM,2024-05-30,400.0
INV58302,S11319,C37825,PM,2024-05-30,1000.0
INV58567,S11368,C37972,BM,2024-05-30,400.0
INV58866,S11430,C38181,BM,2024-05-30,400.0
INV59139,S11481,C38367,PM,2024-05-30,1000.0
INV59163,S11484,C38381,BM,2024-05-30,400.0
INV59525,S11565,C38597,PM,2024-05-30,1000.0
INV59879,S11645,C38843,PM,2024-05-30,870.0
INV60457,S11769,C39301,PM,2024-05-30,1000.0
INV60468,S11771,C39311,PM,2024-05-30,1000.0
INV60897,S11848,C39562,BM,2024-05-30,400.0
INV61194,S11896,C39700,BM,2024-05-30,400.0
INV63684,S_NEW_S1185,C3981,PY,2024-05-30,10000.0
INV82982,S_NEW_S11976,C39982,PM,2024-05-30,1000.0
INV6162,S1212,C4071,BM,2024-05-30,400.0
INV6206,S1217,C4080,BM,2024-05-30,400.0
INV6232,S1222,C4095,PM,2024-05-30,1000.0
INV6457,S1271,C4283,PM,2024-05-30,1000.0
INV6654,S1301,C4374,BM,2024-05-30,400.0
INV599,S139,C457,PM,2024-05-30,1000.0
INV6974,S1362,C4602,BM,2024-05-30,400.0
INV7098,S1384,C4671,PM,2024-05-30,1000.0
INV7212,S1396,C4721,BM,2024-05-30,400.0
INV7292,S1408,C4756,PM,2024-05-30,1000.0
INV7439,S1443,C4880,BM,2024-05-30,400.0
INV7497,S1457,C4967,BM,2024-05-30,400.0
INV7558,S1469,C4997,PM,2024-05-30,1000.0
INV7973,S1554,C5247,BM,2024-05-30,400.0
INV8064,S1576,C5311,PM,2024-05-30,1000.0
INV8076,S1577,C5312,BM,2024-05-30,400.0
INV8394,S1641,C5487,PM,2024-05-30,1000.0
INV8484,S1658,C5539,BM,2024-05-30,400.0
INV8769,S1716,C5738,BM,2024-05-30,400.0
INV8870,S1732,C5792,BM,2024-05-30,400.0
INV9445,S1847,C6183,BM,2024-05-30,400.0
INV9580,S1878,C6299,BM,2024-05-30,400.0
INV9664,S1892,C6341,PM,2024-05-30,990.0
INV9971,S1950,C6558,PM,2024-05-30,1000.0
INV10369,S2024,C6864,BM,2024-05-30,400.0
INV12057,S2341,C7927,PM,2024-05-30,1000.0
INV12511,S2424,C8208,PM,2024-05-30,1000.0
INV12636,S2450,C8276,BM,2024-05-30,400.0
INV12711,S2463,C8328,PM,2024-05-30,930.0
INV12821,S2483,C8392,BM,2024-05-30,400.0
INV13920,S2709,C9200,PM,2024-05-30,1000.0
INV14757,S2859,C9676,BM,2024-05-30,400.0
INV14859,S2880,C9734,PM,2024-05-30,1000.0
INV15757,S3043,C10330,BM,2024-05-31,400.0
INV67285,S_NEW_S3118,C10571,PY,2024-05-31,10000.0
INV16253,S3132,C10618,BM,2024-05-31,400.0
INV62064,S_NEW_S316,C1077,PY,2024-05-31,10000.0
INV16500,S3179,C10773,PM,2024-05-31,1000.0
INV16615,S3201,C10841,PM,2024-05-31,1000.0
INV16718,S3218,C10909,PM,2024-05-31,1000.0
INV16824,S3243,C11001,PM,2024-05-31,880.0
INV17012,S3273,C11108,BM,2024-05-31,400.0
INV17049,S3281,C11137,BM,2024-05-31,400.0
INV17276,S3316,C11261,PM,2024-05-31,1000.0
INV17383,S3334,C11322,BM,2024-05-31,400.0
INV18178,S3467,C11721,PM,2024-05-31,900.0
INV68113,S_NEW_S3507,C11874,PY,2024-05-31,10000.0
INV18493,S3525,C11920,BM,2024-05-31,400.0
INV18959,S3613,C12232,BM,2024-05-31,400.0
INV19014,S3626,C12265,PM,2024-05-31,1000.0
INV19102,S3643,C12340,PM,2024-05-31,1000.0
INV19728,S3765,C12787,PM,2024-05-31,1000.0
INV68712,S_NEW_S3812,C12988,PM,2024-05-31,1000.0
INV20502,S3922,C13376,BM,2024-05-31,372.0
INV20616,S3943,C13473,BM,2024-05-31,400.0
INV21475,S4090,C13949,PM,2024-05-31,1000.0
INV21533,S4104,C14009,BM,2024-05-31,376.0
INV21636,S4125,C14088,PM,2024-05-31,1000.0
INV2279,S449,C1436,PM,2024-05-31,1000.0
INV22092,S4225,C14399,PM,2024-05-31,990.0
INV22366,S4275,C14545,PM,2024-05-31,1000.0
INV22635,S4312,C14659,PM,2024-05-31,1000.0
INV22751,S4330,C14719,PM,2024-05-31,1000.0
INV22778,S4335,C14737,BM,2024-05-31,400.0
INV23166,S4399,C14925,BM,2024-05-31,400.0
INV2362,S467,C1503,PM,2024-05-31,1000.0
INV70081,S_NEW_S4512,C15296,PM,2024-05-31,1000.0
INV24010,S4572,C15497,PM,2024-05-31,1000.0
INV24164,S4596,C15562,PM,2024-05-31,1000.0
INV24183,S4601,C15579,BM,2024-05-31,400.0
INV24413,S4656,C15765,BM,2024-05-31,360.0
INV24600,S4695,C15888,BM,2024-05-31,400.0
INV24637,S4706,C15910,PM,2024-05-31,1000.0
INV24897,S4752,C16096,BM,2024-05-31,400.0
INV24922,S4758,C16111,BM,2024-05-31,400.0
INV25311,S4828,C16332,BM,2024-05-31,376.0
INV25440,S4853,C16419,BM,2024-05-31,400.0
INV2527,S505,C1655,PM,2024-05-31,1000.0
INV26713,S5113,C17288,BM,2024-05-31,400.0
INV26930,S5156,C17424,PM,2024-05-31,1000.0
INV2731,S533,C1758,BM,2024-05-31,400.0
INV28024,S5375,C18169,PM,2024-05-31,1000.0
INV28520,S5446,C18367,BM,2024-05-31,400.0
INV29544,S5639,C18937,BM,2024-05-31,400.0
INV29655,S5662,C19003,PM,2024-05-31,1000.0
INV29878,S5704,C19160,PM,2024-05-31,1000.0
INV30189,S5761,C19333,BM,2024-05-31,400.0
INV30422,S5809,C19494,PM,2024-05-31,1000.0
INV30757,S5879,C19728,PM,2024-05-31,1000.0
INV31028,S5928,C19872,PM,2024-05-31,1000.0
INV32115,S6147,C20624,BM,2024-05-31,400.0
INV32372,S6191,C20769,BM,2024-05-31,400.0
INV32525,S6222,C20868,BM,2024-05-31,400.0
INV73177,S_NEW_S6256,C20975,PY,2024-05-31,10000.0
INV3285,S643,C2134,BM,2024-05-31,400.0
INV3298,S645,C2136,BM,2024-05-31,400.0
INV33539,S6411,C21515,PM,2024-05-31,1000.0
INV34099,S6521,C21905,BM,2024-05-31,400.0
INV34404,S6581,C22091,BM,2024-05-31,400.0
INV34739,S6649,C22288,PM,2024-05-31,880.0
INV35374,S6779,C22727,PM,2024-05-31,1000.0
INV35580,S6819,C22859,BM,2024-05-31,400.0
INV3597,S699,C2311,PM,2024-05-31,1000.0
INV36374,S6965,C23290,PM,2024-05-31,1000.0
INV36631,S7018,C23485,BM,2024-05-31,400.0
INV3647,S708,C2355,PM,2024-05-31,1000.0
INV38098,S7296,C24405,BM,2024-05-31,400.0
INV38251,S7320,C24478,PM,2024-05-31,1000.0
INV3830,S745,C2483,BM,2024-05-31,372.0
INV39007,S7470,C24931,PM,2024-05-31,1000.0
INV339,S71,C251,PM,2024-05-31,1000.0
INV350,S72,C252,BM,2024-05-31,400.0
INV40156,S7695,C25666,BM,2024-05-31,392.0
INV40357,S7741,C25829,PM,2024-05-31,1000.0
INV40390,S7746,C25840,BM,2024-05-31,400.0
INV4013,S784,C2595,BM,2024-05-31,400.0
INV40772,S7823,C26086,PM,2024-05-31,1000.0
INV76094,S_NEW_S7948,C26535,PM,2024-05-31,1000.0
INV42327,S8146,C27223,BM,2024-05-31,400.0
INV42336,S8147,C27227,BM,2024-05-31,400.0
INV42783,S8238,C27509,PM,2024-05-31,1000.0
INV4271,S830,C2765,BM,2024-05-31,400.0
INV43461,S8365,C27949,BM,2024-05-31,400.0
INV43748,S8417,C28121,PM,2024-05-31,1000.0
INV44101,S8498,C28399,BM,2024-05-31,400.0
INV44412,S8561,C28566,BM,2024-05-31,400.0
INV4409,S861,C2857,PM,2024-05-31,1000.0
INV44464,S8572,C28588,BM,2024-05-31,400.0
INV44504,S8581,C28616,PM,2024-05-31,1000.0
INV44611,S8601,C28692,PM,2024-05-31,1000.0
INV77233,S_NEW_S8676,C28931,PM,2024-05-31,1000.0
INV44982,S8679,C28936,BM,2024-05-31,360.0
INV77508,S_NEW_S8782,C29304,PM,2024-05-31,1000.0
INV45792,S8838,C29534,PM,2024-05-31,1000.0
INV45886,S8852,C29560,BM,2024-05-31,400.0
INV45916,S8856,C29571,BM,2024-05-31,360.0
INV45979,S8884,C29659,BM,2024-05-31,400.0
INV46360,S8945,C29868,PM,2024-05-31,1000.0
INV46587,S8987,C30002,PM,2024-05-31,1000.0
INV63108,S_NEW_S910,C3022,PY,2024-05-31,10000.0
INV4689,S918,C3067,BM,2024-05-31,400.0
INV47596,S9194,C30672,BM,2024-05-31,400.0
INV47720,S9227,C30774,BM,2024-05-31,400.0
INV47811,S9241,C30804,PM,2024-05-31,1000.0
INV449,S91,C310,PM,2024-05-31,1000.0
INV78456,S_NEW_S9308,C31065,PM,2024-05-31,1000.0
INV48975,S9482,C31634,PM,2024-05-31,1000.0
INV49498,S9571,C31890,PM,2024-05-31,1000.0
INV49978,S9661,C32165,PM,2024-05-31,1000.0
INV50062,S9676,C32216,PM,2024-05-31,1000.0
INV50110,S9690,C32259,PM,2024-05-31,910.0
INV50247,S9722,C32374,PM,2024-05-31,1000.0
INV50606,S9786,C32573,BM,2024-05-31,400.0
INV5040,S991,C3318,PM,2024-05-31,1000.0
INV51694,S10003,C33256,PM,2024-05-31,930.0
INV51962,S10055,C33413,PM,2024-05-31,1000.0
INV52478,S10162,C33788,BM,2024-05-31,400.0
INV52578,S10180,C33832,PM,2024-05-31,1000.0
INV53889,S10438,C34789,BM,2024-05-31,400.0
INV54835,S10627,C35419,PM,2024-05-31,1000.0
INV54848,S10628,C35420,PM,2024-05-31,950.0
INV5555,S1091,C3663,PM,2024-05-31,1000.0
INV58032,S11267,C37656,BM,2024-05-31,400.0
INV5692,S1125,C3768,BM,2024-05-31,400.0
INV81900,S_NEW_S11294,C37741,PY,2024-05-31,10000.0
INV5725,S1136,C3807,PM,2024-05-31,1000.0
INV59106,S11474,C38339,PM,2024-05-31,1000.0
INV59178,S11487,C38385,PM,2024-05-31,1000.0
INV59488,S11556,C38579,PM,2024-05-31,860.0
INV60483,S11775,C39316,PM,2024-05-31,1000.0
INV6382,S1255,C4236,PM,2024-05-31,1000.0
INV612,S143,C468,BM,2024-05-31,400.0
INV7122,S1387,C4683,BM,2024-05-31,400.0
INV7156,S1391,C4694,PM,2024-05-31,1000.0
INV668,S152,C495,BM,2024-05-31,388.0
INV709,S161,C523,PM,2024-05-31,1000.0
INV761,S167,C540,PM,2024-05-31,1000.0
INV769,S168,C544,PM,2024-05-31,1000.0
INV8713,S1705,C5679,BM,2024-05-31,400.0
INV61789,S_NEW_S177,C580,PY,2024-05-31,10000.0
INV9002,S1759,C5875,BM,2024-05-31,360.0
INV9277,S1814,C6065,PM,2024-05-31,1000.0
INV9486,S1858,C6221,BM,2024-05-31,400.0
INV869,S190,C634,BM,2024-05-31,400.0
INV10182,S1989,C6704,PM,2024-05-31,1000.0
INV10488,S2047,C6928,BM,2024-05-31,400.0
INV10784,S2102,C7128,PM,2024-05-31,1000.0
INV10847,S2111,C7155,PM,2024-05-31,1000.0
INV10885,S2120,C7197,BM,2024-05-31,400.0
INV11286,S2186,C7425,BM,2024-05-31,376.0
INV11434,S2211,C7512,PM,2024-05-31,1000.0
INV1081,S226,C765,BM,2024-05-31,400.0
INV11689,S2261,C7663,BM,2024-05-31,400.0
INV11777,S2274,C7693,PM,2024-05-31,1000.0
INV11841,S2288,C7742,PM,2024-05-31,1000.0
INV11914,S2307,C7814,BM,2024-05-31,396.0
INV12226,S2380,C8052,PM,2024-05-31,1000.0
