contract_id,quote_id,customer_id,plan_id,billing_type,contract_start_date,final_price,discount_percent,discount_end_date,contract_status,version,contract_end_date,parent_contract_id
CT7153,Q23955,C23955,BM,Monthly,2024-02-19,360.0,10,2024-03-17 00:00:00,Active,1,,
CT7154,Q23960,C23960,PY,Yearly,2024-02-27,9200.0,8,2024-03-26 00:00:00,Active,1,,
CT7155,Q23961,C23961,BM,Monthly,2024-03-02,360.0,10,,Active,1,,
CT7156,Q23963,C23963,PY,Yearly,2024-02-05,9700.0,3,,Active,1,,
CT7157,Q23964,C23964,BY,Yearly,2024-02-14,3680.0,8,2024-03-12 00:00:00,Active,1,,
CT7158,Q23966,C23966,BY,Yearly,2024-01-15,3880.0,3,2024-02-12 00:00:00,Active,1,,
CT7159,Q23969,C23969,BM,Monthly,2024-02-24,360.0,10,2024-03-21 00:00:00,Active,1,,
CT7160,Q23979,C23979,PY,Yearly,2024-02-16,9900.0,1,2024-03-15 00:00:00,Active,1,,
CT7161,Q23991,C23991,PY,Yearly,2024-03-03,9100.0,9,2024-03-29 00:00:00,Active,1,,
CT7162,Q23992,C23992,PM,Monthly,2024-01-13,900.0,10,2024-02-10 00:00:00,Active,1,,
CT7163,Q23994,C23994,PY,Yearly,2024-01-17,10000.0,0,2024-02-14 00:00:00,Active,1,,
CT7164,Q23996,C23996,PM,Monthly,2024-02-15,929.9999999999999,7,2024-03-12 00:00:00,Terminated,1,2024-11-15 00:00:00,
CT7165,Q23998,C23998,PM,Monthly,2024-01-04,880.0,12,2024-02-02 00:00:00,Terminated,1,2024-09-04 00:00:00,
CT7166,Q23999,C23999,BM,Monthly,2024-01-12,392.0,2,,Active,1,,
CT7167,Q24000,C24000,PY,Yearly,2024-01-15,9400.0,6,2024-02-10 00:00:00,Active,1,,
CT7168,Q24002,C24002,PY,Yearly,2024-02-08,9400.0,6,2024-03-08 00:00:00,Active,1,,
CT7169,Q24003,C24003,BY,Yearly,2024-02-03,3600.0,10,2024-02-29 00:00:00,Active,1,,
CT7170,Q24010,C24010,PY,Yearly,2024-02-15,9800.0,2,2024-03-15 00:00:00,Active,1,,
CT7171,Q24015,C24015,PM,Monthly,2024-02-04,940.0,6,2024-03-04 00:00:00,Active,1,,
CT7172,Q24019,C24019,BY,Yearly,2024-01-14,3680.0,8,2024-02-09 00:00:00,Active,1,,
CT7173,Q24020,C24020,BM,Monthly,2024-01-19,372.0,7,2024-02-16 00:00:00,Terminated,1,2024-09-19 00:00:00,
CT7174,Q24024,C24024,PM,Monthly,2024-01-29,870.0,13,2024-02-27 00:00:00,Active,1,,
CT7175,Q24027,C24027,PM,Monthly,2024-01-08,880.0,12,2024-02-05 00:00:00,Active,1,,
CT7176,Q24030,C24030,BM,Monthly,2024-02-26,380.0,5,2024-03-25 00:00:00,Active,1,,
CT7177,Q24031,C24031,BY,Yearly,2024-02-28,3840.0,4,2024-03-28 00:00:00,Active,1,,
CT7178,Q24034,C24034,BY,Yearly,2024-01-26,3960.0,1,2024-02-24 00:00:00,Active,1,,
CT7179,Q24036,C24036,BM,Monthly,2024-02-15,360.0,10,2024-03-13 00:00:00,Active,1,,
CT7180,Q24040,C24040,PM,Monthly,2024-02-15,940.0,6,2024-03-13 00:00:00,Terminated,1,2024-04-15 00:00:00,
CT7181,Q24041,C24041,PY,Yearly,2024-02-17,9800.0,2,2024-03-16 00:00:00,Active,1,,
CT7182,Q24047,C24047,BM,Monthly,2024-02-22,396.0,1,2024-03-21 00:00:00,Active,1,,
CT7183,Q24048,C24048,PY,Yearly,2024-02-27,8900.0,11,2024-03-27 00:00:00,Active,1,,
CT7184,Q24049,C24049,BY,Yearly,2024-02-08,3960.0,1,2024-03-06 00:00:00,Active,1,,
CT7185,Q24050,C24050,PM,Monthly,2024-03-02,780.0,22,,Active,1,,
CT7186,Q24051,C24051,BY,Yearly,2024-02-07,4000.0,0,2024-03-06 00:00:00,Active,1,,
CT7187,Q24057,C24057,BY,Yearly,2024-02-14,3920.0,2,2024-03-11 00:00:00,Active,1,,
CT7188,Q24067,C24067,BY,Yearly,2024-02-03,3640.0,9,2024-02-29 00:00:00,Active,1,,
CT7189,Q24070,C24070,PM,Monthly,2024-01-05,970.0,3,2024-02-01 00:00:00,Terminated,1,2024-06-05 00:00:00,
CT7190,Q24072,C24072,BY,Yearly,2024-03-01,3600.0,10,2024-03-29 00:00:00,Active,1,,
CT7191,Q24074,C24074,PY,Yearly,2024-01-31,9800.0,2,,Active,1,,
CT7192,Q24076,C24076,PM,Monthly,2024-03-01,929.9999999999999,7,2024-03-28 00:00:00,Terminated,1,2024-12-01 00:00:00,
CT7193,Q24081,C24081,PM,Monthly,2024-01-12,890.0,11,2024-02-10 00:00:00,Active,1,,
CT7194,Q24088,C24088,PM,Monthly,2024-02-10,940.0,6,,Active,1,,
CT7195,Q24091,C24091,PY,Yearly,2024-01-29,10000.0,0,2024-02-27 00:00:00,Active,1,,
CT7196,Q24092,C24092,BY,Yearly,2024-01-22,3680.0,8,2024-02-20 00:00:00,Active,1,,
CT7197,Q24093,C24093,PY,Yearly,2024-01-29,10000.0,0,2024-02-27 00:00:00,Active,1,,
CT7198,Q24094,C24094,BM,Monthly,2024-02-17,372.0,7,2024-03-15 00:00:00,Active,1,,
CT7199,Q24095,C24095,PY,Yearly,2024-01-28,9000.0,10,2024-02-23 00:00:00,Active,1,,
CT7200,Q24099,C24099,BM,Monthly,2024-01-11,360.0,10,2024-02-08 00:00:00,Terminated,1,2024-07-11 00:00:00,
CT7201,Q24100,C24100,BY,Yearly,2024-01-30,3920.0,2,,Active,1,,
CT7202,Q24101,C24101,BY,Yearly,2024-01-28,3640.0,9,2024-02-23 00:00:00,Active,1,,
CT7203,Q24105,C24105,BY,Yearly,2024-02-25,3600.0,10,2024-03-23 00:00:00,Active,1,,
CT7204,Q24108,C24108,PY,Yearly,2024-01-11,9000.0,10,2024-02-08 00:00:00,Active,1,,
CT7205,Q24112,C24112,PM,Monthly,2024-02-01,970.0,3,2024-02-28 00:00:00,Active,1,,
CT7206,Q24113,C24113,BY,Yearly,2024-01-11,3640.0,9,2024-02-06 00:00:00,Active,1,,
CT7207,Q24120,C24120,PM,Monthly,2024-02-19,940.0,6,2024-03-16 00:00:00,Active,1,,
CT7208,Q24121,C24121,PM,Monthly,2024-01-23,929.9999999999999,7,2024-02-21 00:00:00,Active,1,,
CT7209,Q24122,C24122,PM,Monthly,2024-01-18,880.0,12,2024-02-15 00:00:00,Terminated,1,2024-08-18 00:00:00,
CT7210,Q24126,C24126,BY,Yearly,2024-01-25,3600.0,10,2024-02-20 00:00:00,Active,1,,
CT7211,Q24129,C24129,BY,Yearly,2024-02-04,3600.0,10,2024-03-01 00:00:00,Active,1,,
CT7212,Q24136,C24136,PY,Yearly,2024-02-07,9900.0,1,2024-03-04 00:00:00,Active,1,,
CT7213,Q24137,C24137,PM,Monthly,2024-01-05,910.0,9,,Terminated,1,2024-06-05 00:00:00,
CT7214,Q24138,C24138,BY,Yearly,2024-01-14,3960.0,1,2024-02-09 00:00:00,Active,1,,
CT7215,Q24140,C24140,PM,Monthly,2024-02-04,860.0,14,2024-03-02 00:00:00,Terminated,1,2024-05-04 00:00:00,
CT7216,Q24142,C24142,BM,Monthly,2024-01-14,360.0,10,2024-02-09 00:00:00,Active,1,,
CT7217,Q24143,C24143,BY,Yearly,2024-01-10,3880.0,3,2024-02-08 00:00:00,Active,1,,
CT7218,Q24148,C24148,BM,Monthly,2024-02-23,360.0,10,2024-03-23 00:00:00,Active,1,,
CT7219,Q24150,C24150,BY,Yearly,2024-01-06,3960.0,1,2024-02-03 00:00:00,Active,1,,
CT7220,Q24154,C24154,PM,Monthly,2024-02-11,890.0,11,2024-03-08 00:00:00,Terminated,1,2024-04-11 00:00:00,
CT7221,Q24159,C24159,PY,Yearly,2024-02-09,9700.0,3,2024-03-09 00:00:00,Active,1,,
CT7222,Q24166,C24166,PM,Monthly,2024-02-02,900.0,10,,Active,1,,
CT7223,Q24169,C24169,PM,Monthly,2024-02-13,1000.0,0,2024-03-12 00:00:00,Terminated,1,2024-08-13 00:00:00,
CT7224,Q24170,C24170,BY,Yearly,2024-02-07,3640.0,9,2024-03-07 00:00:00,Active,1,,
CT7225,Q24171,C24171,BM,Monthly,2024-01-30,372.0,7,2024-02-25 00:00:00,Active,1,,
CT7226,Q24178,C24178,BM,Monthly,2024-02-28,360.0,10,2024-03-26 00:00:00,Active,1,,
CT7227,Q24180,C24180,BM,Monthly,2024-02-16,380.0,5,,Active,1,,
CT7228,Q24183,C24183,PM,Monthly,2024-01-06,970.0,3,2024-02-02 00:00:00,Active,1,,
CT7229,Q24186,C24186,PM,Monthly,2024-01-09,990.0,1,2024-02-04 00:00:00,Active,1,,
CT7230,Q24187,C24187,BY,Yearly,2024-02-26,3640.0,9,2024-03-23 00:00:00,Active,1,,
CT7231,Q24188,C24188,BY,Yearly,2024-02-15,3600.0,10,2024-03-15 00:00:00,Active,1,,
CT7232,Q24190,C24190,BM,Monthly,2024-02-01,368.0,8,2024-02-28 00:00:00,Terminated,1,2024-04-01 00:00:00,
CT7233,Q24191,C24191,BY,Yearly,2024-02-13,3600.0,10,2024-03-11 00:00:00,Active,1,,
CT7234,Q24192,C24192,BM,Monthly,2024-02-03,400.0,0,2024-03-02 00:00:00,Active,1,,
CT7235,Q24193,C24193,BM,Monthly,2024-02-03,388.0,3,2024-02-29 00:00:00,Active,1,,
CT7236,Q24194,C24194,BY,Yearly,2024-01-09,3840.0,4,2024-02-07 00:00:00,Active,1,,
CT7237,Q24195,C24195,PM,Monthly,2024-02-02,990.0,1,2024-03-02 00:00:00,Active,1,,
CT7238,Q24196,C24196,BM,Monthly,2024-02-13,380.0,5,2024-03-12 00:00:00,Active,1,,
CT7239,Q24200,C24200,PY,Yearly,2024-02-25,9200.0,8,2024-03-25 00:00:00,Active,1,,
CT7240,Q24201,C24201,BM,Monthly,2024-02-16,396.0,1,2024-03-13 00:00:00,Terminated,1,2024-04-16 00:00:00,
CT7241,Q24202,C24202,PM,Monthly,2024-02-10,1000.0,0,2024-03-07 00:00:00,Terminated,1,2024-04-10 00:00:00,
CT7242,Q24204,C24204,PM,Monthly,2024-02-28,870.0,13,2024-03-25 00:00:00,Active,1,,
CT7243,Q24206,C24206,PM,Monthly,2024-02-22,960.0,4,2024-03-22 00:00:00,Active,1,,
CT7244,Q24207,C24207,PY,Yearly,2024-01-25,8900.0,11,2024-02-22 00:00:00,Active,1,,
CT7245,Q24213,C24213,PY,Yearly,2024-01-19,8700.0,13,2024-02-16 00:00:00,Active,1,,
CT7246,Q24214,C24214,PM,Monthly,2024-01-10,970.0,3,2024-02-05 00:00:00,Terminated,1,2024-09-10 00:00:00,
CT7247,Q24217,C24217,BM,Monthly,2024-02-02,360.0,10,,Terminated,1,2024-11-02 00:00:00,
CT7248,Q24220,C24220,PY,Yearly,2024-01-23,8900.0,11,2024-02-20 00:00:00,Active,1,,
CT7249,Q24221,C24221,PY,Yearly,2024-02-04,9400.0,6,2024-03-03 00:00:00,Active,1,,
CT7250,Q24224,C24224,PY,Yearly,2024-01-09,9100.0,9,2024-02-05 00:00:00,Active,1,,
CT7251,Q24233,C24233,PY,Yearly,2024-01-03,9700.0,3,2024-01-31 00:00:00,Active,1,,
CT7252,Q24236,C24236,PM,Monthly,2024-01-08,900.0,10,2024-02-04 00:00:00,Active,1,,
CT7253,Q24239,C24239,BY,Yearly,2024-01-17,3600.0,10,2024-02-12 00:00:00,Active,1,,
CT7254,Q24243,C24243,PM,Monthly,2024-01-06,990.0,1,2024-02-02 00:00:00,Terminated,1,2024-08-06 00:00:00,
CT7255,Q24247,C24247,BY,Yearly,2024-02-08,3719.9999999999995,7,2024-03-07 00:00:00,Active,1,,
CT7256,Q24251,C24251,BY,Yearly,2024-01-24,3600.0,10,2024-02-20 00:00:00,Active,1,,
CT7257,Q24253,C24253,PM,Monthly,2024-02-14,870.0,13,2024-03-11 00:00:00,Active,1,,
CT7258,Q24258,C24258,PY,Yearly,2024-01-27,9000.0,10,2024-02-24 00:00:00,Active,1,,
CT7259,Q24271,C24271,BY,Yearly,2024-02-02,3600.0,10,2024-03-02 00:00:00,Active,1,,
CT7260,Q24273,C24273,PM,Monthly,2024-02-20,860.0,14,2024-03-19 00:00:00,Active,1,,
CT7261,Q24274,C24274,PY,Yearly,2024-03-01,9100.0,9,2024-03-29 00:00:00,Active,1,,
CT7262,Q24275,C24275,PM,Monthly,2024-02-21,1000.0,0,2024-03-21 00:00:00,Active,1,,
CT7263,Q24283,C24283,PM,Monthly,2024-02-25,950.0,5,,Terminated,1,2024-08-25 00:00:00,
CT7264,Q24284,C24284,PY,Yearly,2024-02-13,9600.0,4,2024-03-10 00:00:00,Active,1,,
CT7265,Q24287,C24287,BM,Monthly,2024-02-02,360.0,10,2024-03-02 00:00:00,Terminated,1,2024-08-02 00:00:00,
CT7266,Q24292,C24292,BM,Monthly,2024-01-06,372.0,7,2024-02-02 00:00:00,Active,1,,
CT7267,Q24294,C24294,PY,Yearly,2024-02-01,9500.0,5,2024-02-28 00:00:00,Active,1,,
CT7268,Q24300,C24300,PM,Monthly,2024-01-16,929.9999999999999,7,2024-02-11 00:00:00,Active,1,,
CT7269,Q24305,C24305,BY,Yearly,2024-01-03,3800.0,5,2024-02-01 00:00:00,Active,1,,
CT7270,Q24309,C24309,BY,Yearly,2024-01-25,3880.0,3,2024-02-22 00:00:00,Active,1,,
CT7271,Q24311,C24311,BM,Monthly,2024-01-24,388.0,3,2024-02-19 00:00:00,Active,1,,
CT7272,Q24314,C24314,PM,Monthly,2024-02-27,920.0,8,2024-03-26 00:00:00,Terminated,1,2024-06-27 00:00:00,
CT7273,Q24320,C24320,PM,Monthly,2024-02-18,920.0,8,2024-03-17 00:00:00,Active,1,,
CT7274,Q24322,C24322,PM,Monthly,2024-01-12,940.0,6,2024-02-10 00:00:00,Active,1,,
CT7275,Q24324,C24324,BY,Yearly,2024-01-02,3680.0,8,2024-01-31 00:00:00,Active,1,,
CT7276,Q24325,C24325,BY,Yearly,2024-01-12,3680.0,8,2024-02-10 00:00:00,Active,1,,
CT7277,Q24331,C24331,BM,Monthly,2024-01-11,364.0,9,2024-02-09 00:00:00,Active,1,,
CT7278,Q24333,C24333,PY,Yearly,2024-01-14,9200.0,8,2024-02-12 00:00:00,Active,1,,
CT7279,Q24335,C24335,BM,Monthly,2024-01-12,400.0,0,2024-02-07 00:00:00,Terminated,1,2024-10-12 00:00:00,
CT7280,Q24336,C24336,PY,Yearly,2024-02-01,9900.0,1,2024-02-27 00:00:00,Active,1,,
CT7281,Q24339,C24339,PM,Monthly,2024-01-06,980.0,2,2024-02-01 00:00:00,Active,1,,
CT7282,Q24354,C24354,PM,Monthly,2024-01-10,940.0,6,,Active,1,,
CT7283,Q24357,C24357,BY,Yearly,2024-02-04,3960.0,1,2024-03-04 00:00:00,Active,1,,
CT7284,Q24362,C24362,BM,Monthly,2024-02-05,360.0,10,2024-03-03 00:00:00,Active,1,,
CT7285,Q24364,C24364,PM,Monthly,2024-02-07,990.0,1,2024-03-04 00:00:00,Active,1,,
CT7286,Q24366,C24366,BM,Monthly,2024-01-25,360.0,10,2024-02-21 00:00:00,Active,1,,
CT7287,Q24367,C24367,PM,Monthly,2024-01-21,860.0,14,2024-02-17 00:00:00,Active,1,,
CT7288,Q24368,C24368,BM,Monthly,2024-02-18,372.0,7,2024-03-16 00:00:00,Active,1,,
CT7289,Q24374,C24374,BY,Yearly,2024-02-15,3680.0,8,2024-03-15 00:00:00,Active,1,,
CT7290,Q24384,C24384,PM,Monthly,2024-03-03,770.0,23,2024-03-30 00:00:00,Active,1,,
CT7291,Q24385,C24385,BM,Monthly,2024-02-06,372.0,7,2024-03-03 00:00:00,Active,1,,
CT7292,Q24388,C24388,BM,Monthly,2024-01-23,388.0,3,2024-02-19 00:00:00,Terminated,1,2024-05-23 00:00:00,
CT7293,Q24390,C24390,PY,Yearly,2024-02-14,8700.0,13,2024-03-11 00:00:00,Active,1,,
CT7294,Q24392,C24392,PY,Yearly,2024-02-10,9500.0,5,2024-03-08 00:00:00,Active,1,,
CT7295,Q24395,C24395,BY,Yearly,2024-01-24,3760.0,6,2024-02-22 00:00:00,Active,1,,
CT7296,Q24405,C24405,BM,Monthly,2024-02-28,372.0,7,2024-03-27 00:00:00,Active,1,,
CT7297,Q24409,C24409,PY,Yearly,2024-01-24,9000.0,10,,Active,1,,
CT7298,Q24411,C24411,BY,Yearly,2024-01-07,3600.0,10,2024-02-03 00:00:00,Active,1,,
CT7299,Q24412,C24412,BY,Yearly,2024-02-22,3600.0,10,2024-03-21 00:00:00,Active,1,,
CT7300,Q24418,C24418,BY,Yearly,2024-01-28,4000.0,0,2024-02-24 00:00:00,Active,1,,
CT7301,Q24425,C24425,BY,Yearly,2024-02-20,3719.9999999999995,7,2024-03-18 00:00:00,Active,1,,
CT7302,Q24431,C24431,BM,Monthly,2024-02-05,360.0,10,2024-03-05 00:00:00,Active,1,,
CT7303,Q24433,C24433,PM,Monthly,2024-02-11,910.0,9,2024-03-10 00:00:00,Active,1,,
CT7304,Q24435,C24435,BY,Yearly,2024-01-20,3600.0,10,2024-02-17 00:00:00,Active,1,,
CT7305,Q24438,C24438,PM,Monthly,2024-02-10,870.0,13,,Terminated,1,2024-11-10 00:00:00,
CT7306,Q24441,C24441,PM,Monthly,2024-01-14,960.0,4,2024-02-09 00:00:00,Active,1,,
CT7307,Q24443,C24443,BM,Monthly,2024-01-31,360.0,10,2024-02-27 00:00:00,Active,1,,
CT7308,Q24445,C24445,PM,Monthly,2024-02-07,900.0,10,2024-03-04 00:00:00,Terminated,1,2024-05-07 00:00:00,
CT7309,Q24452,C24452,PY,Yearly,2024-01-18,10000.0,0,2024-02-13 00:00:00,Active,1,,
CT7310,Q24459,C24459,PM,Monthly,2024-02-06,1000.0,0,2024-03-03 00:00:00,Active,1,,
CT7311,Q24462,C24462,BM,Monthly,2024-01-14,388.0,3,2024-02-11 00:00:00,Active,1,,
CT7312,Q24464,C24464,BY,Yearly,2024-02-12,3719.9999999999995,7,2024-03-12 00:00:00,Active,1,,
CT7313,Q24468,C24468,BM,Monthly,2024-02-05,372.0,7,2024-03-05 00:00:00,Active,1,,
CT7314,Q24469,C24469,BM,Monthly,2024-02-14,388.0,3,2024-03-11 00:00:00,Active,1,,
CT7315,Q24470,C24470,BY,Yearly,2024-01-25,3719.9999999999995,7,2024-02-20 00:00:00,Active,1,,
CT7316,Q24471,C24471,PY,Yearly,2024-02-28,9100.0,9,2024-03-25 00:00:00,Active,1,,
CT7317,Q24473,C24473,PM,Monthly,2024-02-17,970.0,3,2024-03-16 00:00:00,Active,1,,
CT7318,Q24474,C24474,PM,Monthly,2024-02-13,940.0,6,2024-03-13 00:00:00,Terminated,1,2024-10-13 00:00:00,
CT7319,Q24475,C24475,PM,Monthly,2024-01-15,980.0,2,2024-02-12 00:00:00,Active,1,,
CT7320,Q24478,C24478,PM,Monthly,2024-01-28,870.0,13,2024-02-24 00:00:00,Terminated,1,2024-10-28 00:00:00,
CT7321,Q24479,C24479,PY,Yearly,2024-01-04,9600.0,4,2024-02-01 00:00:00,Active,1,,
CT7322,Q24483,C24483,PY,Yearly,2024-02-03,9400.0,6,2024-03-03 00:00:00,Active,1,,
CT7323,Q24485,C24485,PM,Monthly,2024-01-23,910.0,9,2024-02-20 00:00:00,Active,1,,
CT7324,Q24486,C24486,PY,Yearly,2024-02-06,9400.0,6,2024-03-06 00:00:00,Active,1,,
CT7325,Q24487,C24487,BM,Monthly,2024-01-16,372.0,7,,Terminated,1,2024-09-16 00:00:00,
CT7326,Q24490,C24490,BM,Monthly,2024-01-11,360.0,10,2024-02-08 00:00:00,Terminated,1,2024-10-11 00:00:00,
CT7327,Q24491,C24491,BY,Yearly,2024-02-08,4000.0,0,2024-03-05 00:00:00,Active,1,,
CT7328,Q24492,C24492,PY,Yearly,2024-02-19,9200.0,8,2024-03-16 00:00:00,Active,1,,
CT7329,Q24496,C24496,BY,Yearly,2024-02-17,3600.0,10,2024-03-14 00:00:00,Active,1,,
CT7330,Q24497,C24497,BM,Monthly,2024-02-18,360.0,10,2024-03-16 00:00:00,Terminated,1,2024-07-18 00:00:00,
CT7331,Q24498,C24498,BY,Yearly,2024-02-23,3600.0,10,2024-03-21 00:00:00,Active,1,,
CT7332,Q24502,C24502,BY,Yearly,2024-01-26,3960.0,1,2024-02-23 00:00:00,Active,1,,
CT7333,Q24506,C24506,BM,Monthly,2024-01-07,372.0,7,2024-02-02 00:00:00,Active,1,,
CT7334,Q24511,C24511,PY,Yearly,2024-01-22,9700.0,3,2024-02-19 00:00:00,Active,1,,
CT7335,Q24515,C24515,PM,Monthly,2024-02-23,920.0,8,2024-03-22 00:00:00,Terminated,1,2024-09-23 00:00:00,
CT7336,Q24517,C24517,BY,Yearly,2024-01-27,3600.0,10,2024-02-22 00:00:00,Active,1,,
CT7337,Q24521,C24521,PY,Yearly,2024-02-10,9100.0,9,2024-03-08 00:00:00,Active,1,,
CT7338,Q24522,C24522,BM,Monthly,2024-01-03,360.0,10,2024-02-01 00:00:00,Active,1,,
CT7339,Q24523,C24523,BM,Monthly,2024-02-12,368.0,8,2024-03-11 00:00:00,Active,1,,
CT7340,Q24524,C24524,BY,Yearly,2024-01-09,3960.0,1,2024-02-04 00:00:00,Active,1,,
CT7341,Q24526,C24526,BY,Yearly,2024-02-26,3600.0,10,2024-03-24 00:00:00,Active,1,,
CT7342,Q24529,C24529,PY,Yearly,2024-02-23,9600.0,4,2024-03-20 00:00:00,Active,1,,
CT7343,Q24532,C24532,BM,Monthly,2024-02-13,384.0,4,2024-03-12 00:00:00,Active,1,,
CT7344,Q24537,C24537,PM,Monthly,2024-01-26,890.0,11,2024-02-22 00:00:00,Terminated,1,2024-03-26 00:00:00,
CT7345,Q24541,C24541,PM,Monthly,2024-03-01,800.0,20,,Active,1,,
CT7346,Q24542,C24542,PM,Monthly,2024-02-08,910.0,9,2024-03-06 00:00:00,Active,1,,
CT7347,Q24545,C24545,BM,Monthly,2024-02-01,400.0,0,2024-02-27 00:00:00,Active,1,,
CT7348,Q24546,C24546,BY,Yearly,2024-02-25,3800.0,5,2024-03-24 00:00:00,Active,1,,
CT7349,Q24547,C24547,PY,Yearly,2024-02-27,10000.0,0,2024-03-27 00:00:00,Active,1,,
CT7350,Q24548,C24548,BY,Yearly,2024-01-28,3600.0,10,2024-02-25 00:00:00,Active,1,,
CT7351,Q24551,C24551,PY,Yearly,2024-01-15,9300.0,7,2024-02-10 00:00:00,Active,1,,
CT7352,Q24552,C24552,PM,Monthly,2024-01-03,970.0,3,2024-01-31 00:00:00,Active,1,,
CT7353,Q24553,C24553,BM,Monthly,2024-01-06,392.0,2,2024-02-04 00:00:00,Terminated,1,2024-05-06 00:00:00,
CT7354,Q24556,C24556,BM,Monthly,2024-02-17,360.0,10,2024-03-16 00:00:00,Active,1,,
CT7355,Q24557,C24557,BY,Yearly,2024-02-14,3640.0,9,2024-03-11 00:00:00,Active,1,,
CT7356,Q24562,C24562,PM,Monthly,2024-01-07,980.0,2,2024-02-05 00:00:00,Terminated,1,2024-08-07 00:00:00,
CT7357,Q24563,C24563,BY,Yearly,2024-01-28,3600.0,10,2024-02-26 00:00:00,Active,1,,
CT7358,Q24566,C24566,PY,Yearly,2024-01-16,9100.0,9,2024-02-12 00:00:00,Active,1,,
CT7359,Q24573,C24573,PM,Monthly,2024-01-29,980.0,2,2024-02-27 00:00:00,Terminated,1,2024-04-29 00:00:00,
CT7360,Q24574,C24574,PM,Monthly,2024-01-27,1000.0,0,2024-02-24 00:00:00,Active,1,,
CT7361,Q24576,C24576,PM,Monthly,2024-03-02,890.0,11,2024-03-29 00:00:00,Terminated,1,2024-06-02 00:00:00,
CT7362,Q24580,C24580,BM,Monthly,2024-01-12,372.0,7,2024-02-08 00:00:00,Active,1,,
CT7363,Q24581,C24581,BY,Yearly,2024-02-16,3600.0,10,2024-03-15 00:00:00,Active,1,,
CT7364,Q24582,C24582,PM,Monthly,2024-02-18,1000.0,0,2024-03-18 00:00:00,Active,1,,
CT7365,Q24583,C24583,PM,Monthly,2024-02-25,870.0,13,2024-03-23 00:00:00,Active,1,,
CT7366,Q24584,C24584,BM,Monthly,2024-01-03,368.0,8,2024-02-01 00:00:00,Terminated,1,2024-03-03 00:00:00,
CT7367,Q24585,C24585,BM,Monthly,2024-02-20,396.0,1,2024-03-19 00:00:00,Active,1,,
CT7368,Q24597,C24597,BY,Yearly,2024-01-20,3600.0,10,2024-02-17 00:00:00,Active,1,,
CT7369,Q24601,C24601,PY,Yearly,2024-02-01,8500.0,15,2024-03-01 00:00:00,Active,1,,
CT7370,Q24612,C24612,BY,Yearly,2024-01-29,3640.0,9,2024-02-27 00:00:00,Active,1,,
CT7371,Q24617,C24617,PY,Yearly,2024-01-16,8800.0,12,,Active,1,,
CT7372,Q24619,C24619,BM,Monthly,2024-03-02,360.0,10,2024-03-28 00:00:00,Active,1,,
CT7373,Q24620,C24620,PM,Monthly,2024-02-19,940.0,6,,Active,1,,
CT7374,Q24626,C24626,PM,Monthly,2024-02-23,870.0,13,2024-03-21 00:00:00,Active,1,,
CT7375,Q24631,C24631,BY,Yearly,2024-01-22,3960.0,1,,Active,1,,
CT7376,Q24639,C24639,BY,Yearly,2024-02-19,3760.0,6,2024-03-18 00:00:00,Active,1,,
CT7377,Q24643,C24643,BY,Yearly,2024-02-15,3880.0,3,2024-03-15 00:00:00,Active,1,,
CT7378,Q24644,C24644,BM,Monthly,2024-02-13,368.0,8,2024-03-13 00:00:00,Terminated,1,2024-07-13 00:00:00,
CT7379,Q24645,C24645,PM,Monthly,2024-01-10,1000.0,0,2024-02-07 00:00:00,Active,1,,
CT7380,Q24647,C24647,PY,Yearly,2024-02-26,9500.0,5,2024-03-26 00:00:00,Active,1,,
CT7381,Q24649,C24649,PY,Yearly,2024-01-13,9100.0,9,,Active,1,,
CT7382,Q24653,C24653,PM,Monthly,2024-02-18,860.0,14,2024-03-15 00:00:00,Active,1,,
CT7383,Q24655,C24655,PY,Yearly,2024-02-15,9700.0,3,2024-03-12 00:00:00,Active,1,,
CT7384,Q24656,C24656,BY,Yearly,2024-01-22,3640.0,9,2024-02-17 00:00:00,Active,1,,
CT7385,Q24658,C24658,PM,Monthly,2024-02-18,960.0,4,2024-03-15 00:00:00,Terminated,1,2024-04-18 00:00:00,
CT7386,Q24659,C24659,BM,Monthly,2024-02-09,376.0,6,2024-03-07 00:00:00,Active,1,,
CT7387,Q24666,C24666,PM,Monthly,2024-01-14,940.0,6,2024-02-10 00:00:00,Terminated,1,2024-08-14 00:00:00,
CT7388,Q24673,C24673,BY,Yearly,2024-02-11,3840.0,4,2024-03-08 00:00:00,Active,1,,
CT7389,Q24674,C24674,PY,Yearly,2024-02-26,9600.0,4,2024-03-26 00:00:00,Active,1,,
CT7390,Q24676,C24676,PM,Monthly,2024-02-26,990.0,1,2024-03-25 00:00:00,Active,1,,
CT7391,Q24677,C24677,BY,Yearly,2024-01-07,3880.0,3,2024-02-02 00:00:00,Active,1,,
CT7392,Q24680,C24680,BM,Monthly,2024-01-11,368.0,8,2024-02-06 00:00:00,Active,1,,
CT7393,Q24681,C24681,BM,Monthly,2024-02-22,360.0,10,2024-03-21 00:00:00,Terminated,1,2024-08-22 00:00:00,
CT7394,Q24687,C24687,BM,Monthly,2024-01-12,372.0,7,2024-02-07 00:00:00,Terminated,1,2024-06-12 00:00:00,
CT7395,Q24692,C24692,BM,Monthly,2024-02-16,384.0,4,2024-03-13 00:00:00,Terminated,1,2024-09-16 00:00:00,
CT7396,Q24694,C24694,BY,Yearly,2024-03-02,3600.0,10,2024-03-30 00:00:00,Active,1,,
