subscription_id,contract_id,customer_id,plan_id,billing_type,subscription_start_date,subscription_status
S8360,CT8360,C27941,PY,Yearly,2024-01-21,Active
S8361,CT8361,C27944,PM,Monthly,2024-01-17,Active
S8362,CT8362,C27945,PM,Monthly,2024-01-27,Active
S8363,CT8363,C27947,PY,Yearly,2024-03-02,Active
S8364,CT8364,C27948,PM,Monthly,2024-02-05,Active
S8365,CT8365,C27949,BM,Monthly,2024-01-29,Active
S8366,CT8366,C27950,BY,Yearly,2024-02-23,Active
S8367,CT8367,C27954,BY,Yearly,2024-02-11,Active
S8368,CT8368,C27955,BM,Monthly,2024-02-15,Active
S8369,CT8369,C27960,BY,Yearly,2024-02-15,Active
S8370,CT8370,C27963,PY,Yearly,2024-02-07,Active
S8371,CT8371,C27967,PY,Yearly,2024-02-23,Active
S8372,CT8372,C27974,BY,Yearly,2024-01-06,Active
S8373,CT8373,C27976,PY,Yearly,2024-01-26,Active
S8374,CT8374,C27980,BM,Monthly,2024-01-29,Active
S8375,CT8375,C27982,BM,Monthly,2024-01-16,Active
S8376,CT8376,C27987,PY,Yearly,2024-02-27,Active
S8377,CT8377,C27990,BY,Yearly,2024-01-25,Active
S8378,CT8378,C27992,PY,Yearly,2024-02-28,Active
S8379,CT8379,C27993,BM,Monthly,2024-01-16,Active
S8380,CT8380,C27996,BM,Monthly,2024-02-06,Active
S8381,CT8381,C27998,PY,Yearly,2024-02-20,Active
S8382,CT8382,C28001,PM,Monthly,2024-01-22,Active
S8383,CT8383,C28005,BY,Yearly,2024-02-03,Active
S8384,CT8384,C28007,BY,Yearly,2024-01-18,Active
S8385,CT8385,C28008,PY,Yearly,2024-01-25,Active
S8386,CT8386,C28009,PM,Monthly,2024-01-18,Active
S8387,CT8387,C28012,BY,Yearly,2024-01-20,Active
S8388,CT8388,C28013,PM,Monthly,2024-02-07,Active
S8389,CT8389,C28024,PM,Monthly,2024-02-06,Active
S8390,CT8390,C28026,BM,Monthly,2024-01-29,Active
S8391,CT8391,C28027,PM,Monthly,2024-01-09,Active
S8392,CT8392,C28035,BY,Yearly,2024-02-11,Active
S8393,CT8393,C28040,PM,Monthly,2024-01-20,Active
S8394,CT8394,C28048,PM,Monthly,2024-02-15,Active
S8395,CT8395,C28051,BM,Monthly,2024-02-22,Active
S8396,CT8396,C28055,BM,Monthly,2024-01-19,Active
S8397,CT8397,C28060,PM,Monthly,2024-02-04,Active
S8398,CT8398,C28061,BY,Yearly,2024-02-02,Active
S8399,CT8399,C28070,BM,Monthly,2024-02-29,Active
S8400,CT8400,C28072,BM,Monthly,2024-01-15,Active
S8401,CT8401,C28073,PY,Yearly,2024-02-15,Active
S8402,CT8402,C28078,PM,Monthly,2024-02-07,Active
S8403,CT8403,C28079,BM,Monthly,2024-01-06,Active
S8404,CT8404,C28080,BM,Monthly,2024-01-09,Active
S8405,CT8405,C28087,BY,Yearly,2024-01-05,Active
S8406,CT8406,C28089,PM,Monthly,2024-02-21,Active
S8407,CT8407,C28092,PY,Yearly,2024-01-22,Active
S8408,CT8408,C28093,BM,Monthly,2024-01-19,Active
S8409,CT8409,C28094,PM,Monthly,2024-01-11,Active
S8410,CT8410,C28100,BY,Yearly,2024-02-27,Active
S8411,CT8411,C28104,PY,Yearly,2024-02-12,Active
S8412,CT8412,C28107,BM,Monthly,2024-02-06,Active
S8413,CT8413,C28109,BY,Yearly,2024-01-31,Active
S8414,CT8414,C28113,BY,Yearly,2024-01-13,Active
S8415,CT8415,C28115,PM,Monthly,2024-02-07,Active
S8416,CT8416,C28116,BM,Monthly,2024-01-24,Active
S8417,CT8417,C28121,PM,Monthly,2024-02-28,Active
S8418,CT8418,C28124,PY,Yearly,2024-01-24,Active
S8419,CT8419,C28126,BY,Yearly,2024-02-22,Active
S8420,CT8420,C28128,BY,Yearly,2024-01-28,Active
S8421,CT8421,C28129,PY,Yearly,2024-01-11,Active
S8422,CT8422,C28136,BY,Yearly,2024-01-05,Active
S8423,CT8423,C28142,BM,Monthly,2024-02-06,Active
S8424,CT8424,C28145,PM,Monthly,2024-02-13,Active
S8425,CT8425,C28146,BY,Yearly,2024-01-07,Active
S8426,CT8426,C28158,PM,Monthly,2024-02-15,Active
S8427,CT8427,C28159,PY,Yearly,2024-02-08,Active
S8428,CT8428,C28160,PM,Monthly,2024-02-15,Active
S8429,CT8429,C28175,PY,Yearly,2024-01-13,Active
S8430,CT8430,C28176,BM,Monthly,2024-02-27,Active
S8431,CT8431,C28181,PY,Yearly,2024-01-21,Active
S8432,CT8432,C28182,PY,Yearly,2024-01-31,Active
S8433,CT8433,C28195,PY,Yearly,2024-02-01,Active
S8434,CT8434,C28198,BM,Monthly,2024-02-06,Active
S8435,CT8435,C28199,PY,Yearly,2024-02-18,Active
S8436,CT8436,C28205,PY,Yearly,2024-01-07,Active
S8437,CT8437,C28207,PY,Yearly,2024-01-21,Active
S8438,CT8438,C28208,PM,Monthly,2024-02-08,Active
S8439,CT8439,C28210,PY,Yearly,2024-01-11,Active
S8440,CT8440,C28214,PM,Monthly,2024-01-19,Active
S8441,CT8441,C28218,BY,Yearly,2024-01-05,Active
S8442,CT8442,C28220,BM,Monthly,2024-01-27,Active
S8443,CT8443,C28221,PY,Yearly,2024-01-11,Active
S8444,CT8444,C28222,BY,Yearly,2024-02-16,Active
S8445,CT8445,C28223,PY,Yearly,2024-02-25,Active
S8446,CT8446,C28224,BM,Monthly,2024-01-13,Active
S8447,CT8447,C28231,BY,Yearly,2024-01-07,Active
S8448,CT8448,C28236,BY,Yearly,2024-01-30,Active
S8449,CT8449,C28243,PY,Yearly,2024-01-18,Active
S8450,CT8450,C28244,BY,Yearly,2024-02-19,Active
S8451,CT8451,C28249,BY,Yearly,2024-02-19,Active
S8452,CT8452,C28251,PY,Yearly,2024-01-30,Active
S8453,CT8453,C28254,BM,Monthly,2024-02-11,Active
S8454,CT8454,C28256,BY,Yearly,2024-02-15,Active
S8455,CT8455,C28259,PY,Yearly,2024-02-14,Active
S8456,CT8456,C28268,PM,Monthly,2024-02-01,Active
S8457,CT8457,C28269,PM,Monthly,2024-01-15,Active
S8458,CT8458,C28273,PY,Yearly,2024-03-01,Active
S8459,CT8459,C28281,PM,Monthly,2024-02-07,Active
S8460,CT8460,C28283,PM,Monthly,2024-02-27,Active
S8461,CT8461,C28290,PM,Monthly,2024-02-29,Active
S8462,CT8462,C28291,PM,Monthly,2024-02-29,Active
S8463,CT8463,C28294,BY,Yearly,2024-02-03,Active
S8464,CT8464,C28295,BM,Monthly,2024-01-14,Active
S8465,CT8465,C28299,BM,Monthly,2024-03-02,Active
S8466,CT8466,C28301,BY,Yearly,2024-02-14,Active
S8467,CT8467,C28303,BM,Monthly,2024-02-06,Active
S8468,CT8468,C28304,BY,Yearly,2024-03-01,Active
S8469,CT8469,C28305,PY,Yearly,2024-02-07,Active
S8470,CT8470,C28309,PY,Yearly,2024-01-04,Active
S8471,CT8471,C28310,PM,Monthly,2024-02-02,Active
S8472,CT8472,C28313,BY,Yearly,2024-01-21,Active
S8473,CT8473,C28317,PM,Monthly,2024-01-06,Active
S8474,CT8474,C28321,BY,Yearly,2024-02-11,Active
S8475,CT8475,C28325,PM,Monthly,2024-01-23,Active
S8476,CT8476,C28336,BM,Monthly,2024-01-28,Active
S8477,CT8477,C28340,PY,Yearly,2024-02-08,Active
S8478,CT8478,C28342,PY,Yearly,2024-01-29,Active
S8479,CT8479,C28343,PY,Yearly,2024-01-26,Active
S8480,CT8480,C28348,BM,Monthly,2024-01-11,Active
S8481,CT8481,C28351,BY,Yearly,2024-01-09,Active
S8482,CT8482,C28358,BY,Yearly,2024-01-10,Active
S8483,CT8483,C28359,BM,Monthly,2024-02-25,Active
S8484,CT8484,C28363,BY,Yearly,2024-02-02,Active
S8485,CT8485,C28364,PY,Yearly,2024-01-28,Active
S8486,CT8486,C28366,BM,Monthly,2024-02-19,Active
S8487,CT8487,C28371,BY,Yearly,2024-02-06,Active
S8488,CT8488,C28373,BY,Yearly,2024-02-16,Active
S8489,CT8489,C28380,PY,Yearly,2024-02-13,Active
S8490,CT8490,C28381,BY,Yearly,2024-01-09,Active
S8491,CT8491,C28382,BY,Yearly,2024-02-14,Active
S8492,CT8492,C28390,BY,Yearly,2024-01-07,Active
S8493,CT8493,C28391,BY,Yearly,2024-02-22,Active
S8494,CT8494,C28393,BM,Monthly,2024-02-19,Active
S8495,CT8495,C28394,PY,Yearly,2024-01-15,Active
S8496,CT8496,C28395,PM,Monthly,2024-02-27,Active
S8497,CT8497,C28398,BM,Monthly,2024-01-24,Active
S8498,CT8498,C28399,BM,Monthly,2024-02-27,Active
S8499,CT8499,C28400,PY,Yearly,2024-02-25,Active
S8500,CT8500,C28406,PM,Monthly,2024-02-17,Active
S8501,CT8501,C28411,PY,Yearly,2024-02-01,Active
S8502,CT8502,C28416,BY,Yearly,2024-02-18,Active
S8503,CT8503,C28417,BM,Monthly,2024-02-21,Active
S8504,CT8504,C28419,BM,Monthly,2024-01-14,Active
S8505,CT8505,C28421,BY,Yearly,2024-01-24,Active
S8506,CT8506,C28423,BY,Yearly,2024-02-11,Active
S8507,CT8507,C28424,PY,Yearly,2024-01-18,Active
S8508,CT8508,C28425,PM,Monthly,2024-02-17,Active
S8509,CT8509,C28426,BM,Monthly,2024-01-26,Active
S8510,CT8510,C28428,BY,Yearly,2024-02-14,Active
S8511,CT8511,C28431,BY,Yearly,2024-01-12,Active
S8512,CT8512,C28436,PY,Yearly,2024-02-10,Active
S8513,CT8513,C28438,BY,Yearly,2024-01-12,Active
S8514,CT8514,C28439,BM,Monthly,2024-02-08,Active
S8515,CT8515,C28445,BM,Monthly,2024-02-16,Active
S8516,CT8516,C28446,BY,Yearly,2024-02-22,Active
S8517,CT8517,C28451,BM,Monthly,2024-01-08,Active
S8518,CT8518,C28453,BY,Yearly,2024-02-07,Active
S8519,CT8519,C28455,PM,Monthly,2024-01-26,Active
S8520,CT8520,C28456,BM,Monthly,2024-02-08,Active
S8521,CT8521,C28458,PM,Monthly,2024-02-17,Active
S8522,CT8522,C28460,PY,Yearly,2024-01-25,Active
S8523,CT8523,C28461,BY,Yearly,2024-01-12,Active
S8524,CT8524,C28462,BM,Monthly,2024-01-15,Active
S8525,CT8525,C28464,BY,Yearly,2024-01-04,Active
S8526,CT8526,C28469,BY,Yearly,2024-02-27,Active
S8527,CT8527,C28471,BY,Yearly,2024-01-31,Active
S8528,CT8528,C28472,PM,Monthly,2024-02-12,Active
S8529,CT8529,C28476,BY,Yearly,2024-01-25,Active
S8530,CT8530,C28479,BM,Monthly,2024-01-04,Active
S8531,CT8531,C28485,PY,Yearly,2024-01-13,Active
S8532,CT8532,C28486,PM,Monthly,2024-02-23,Active
S8533,CT8533,C28487,PY,Yearly,2024-01-18,Active
S8534,CT8534,C28491,BY,Yearly,2024-01-23,Active
S8535,CT8535,C28500,PY,Yearly,2024-01-09,Active
S8536,CT8536,C28501,PM,Monthly,2024-02-19,Active
S8537,CT8537,C28502,BY,Yearly,2024-02-11,Active
S8538,CT8538,C28504,PM,Monthly,2024-01-22,Active
S8539,CT8539,C28505,BM,Monthly,2024-02-26,Active
S8540,CT8540,C28508,PY,Yearly,2024-01-14,Active
S8541,CT8541,C28511,PY,Yearly,2024-01-10,Active
S8542,CT8542,C28514,PM,Monthly,2024-03-04,Active
S8543,CT8543,C28515,PY,Yearly,2024-01-10,Active
S8544,CT8544,C28521,BY,Yearly,2024-02-26,Active
S8545,CT8545,C28523,BY,Yearly,2024-02-25,Active
S8546,CT8546,C28524,PY,Yearly,2024-01-30,Active
S8547,CT8547,C28525,BY,Yearly,2024-02-19,Active
S8548,CT8548,C28526,PM,Monthly,2024-02-23,Active
S8549,CT8549,C28529,PY,Yearly,2024-02-11,Active
S8550,CT8550,C28534,BY,Yearly,2024-01-29,Active
S8551,CT8551,C28536,BM,Monthly,2024-01-04,Active
S8552,CT8552,C28537,BY,Yearly,2024-01-12,Active
S8553,CT8553,C28539,PY,Yearly,2024-02-25,Active
S8554,CT8554,C28540,PM,Monthly,2024-02-07,Active
S8555,CT8555,C28545,BM,Monthly,2024-02-07,Active
S8556,CT8556,C28551,BY,Yearly,2024-01-09,Active
S8557,CT8557,C28555,PY,Yearly,2024-02-14,Active
S8558,CT8558,C28558,PM,Monthly,2024-01-17,Active
S8559,CT8559,C28559,BM,Monthly,2024-02-19,Active
S8560,CT8560,C28560,BM,Monthly,2024-02-26,Active
S8561,CT8561,C28566,BM,Monthly,2024-02-28,Active
S8562,CT8562,C28568,PY,Yearly,2024-01-23,Active
S8563,CT8563,C28571,PY,Yearly,2024-01-17,Active
S8564,CT8564,C28572,BY,Yearly,2024-02-14,Active
S8565,CT8565,C28575,BM,Monthly,2024-01-18,Active
S8566,CT8566,C28576,BM,Monthly,2024-01-18,Active
S8567,CT8567,C28580,BY,Yearly,2024-01-07,Active
S8568,CT8568,C28583,PM,Monthly,2024-02-25,Active
S8569,CT8569,C28585,BY,Yearly,2024-02-28,Active
S8570,CT8570,C28586,BY,Yearly,2024-01-29,Active
S8571,CT8571,C28587,PM,Monthly,2024-02-21,Active
S8572,CT8572,C28588,BM,Monthly,2024-02-29,Active
S8573,CT8573,C28590,PY,Yearly,2024-02-23,Active
S8574,CT8574,C28591,BY,Yearly,2024-03-02,Active
S8575,CT8575,C28592,PY,Yearly,2024-02-20,Active
S8576,CT8576,C28597,BM,Monthly,2024-01-04,Active
S8577,CT8577,C28598,PM,Monthly,2024-02-13,Active
S8578,CT8578,C28603,PM,Monthly,2024-01-08,Active
S8579,CT8579,C28614,BY,Yearly,2024-01-06,Active
S8580,CT8580,C28615,PY,Yearly,2024-01-05,Active
S8581,CT8581,C28616,PM,Monthly,2024-01-27,Active
S8582,CT8582,C28622,BM,Monthly,2024-02-23,Active
S8583,CT8583,C28627,PM,Monthly,2024-01-30,Active
S8584,CT8584,C28629,PY,Yearly,2024-02-05,Active
S8585,CT8585,C28633,PY,Yearly,2024-01-20,Active
S8586,CT8586,C28636,PY,Yearly,2024-03-03,Active
S8587,CT8587,C28638,PM,Monthly,2024-01-10,Active
S8588,CT8588,C28639,PY,Yearly,2024-01-13,Active
S8589,CT8589,C28651,PM,Monthly,2024-02-22,Active
S8590,CT8590,C28655,PY,Yearly,2024-02-11,Active
S8591,CT8591,C28660,PM,Monthly,2024-01-06,Active
S8592,CT8592,C28666,BY,Yearly,2024-01-25,Active
S8593,CT8593,C28667,BM,Monthly,2024-02-11,Active
S8594,CT8594,C28671,PM,Monthly,2024-02-04,Active
S8595,CT8595,C28673,BY,Yearly,2024-02-12,Active
S8596,CT8596,C28674,PM,Monthly,2024-02-17,Active
S8597,CT8597,C28679,PM,Monthly,2024-01-19,Active
S8598,CT8598,C28682,PY,Yearly,2024-03-01,Active
S8599,CT8599,C28683,PY,Yearly,2024-01-25,Active
S8600,CT8600,C28690,PY,Yearly,2024-02-29,Active
S8601,CT8601,C28692,PM,Monthly,2024-02-29,Active
S8602,CT8602,C28694,PM,Monthly,2024-02-09,Active
S8603,CT8603,C28699,PY,Yearly,2024-02-29,Active
S8604,CT8604,C28700,PY,Yearly,2024-02-10,Active
S8605,CT8605,C28701,BY,Yearly,2024-01-23,Active
S8606,CT8606,C28706,PY,Yearly,2024-02-26,Active
S8607,CT8607,C28707,BY,Yearly,2024-02-22,Active
S8608,CT8608,C28708,BY,Yearly,2024-01-20,Active
S8609,CT8609,C28713,BM,Monthly,2024-01-12,Active
S8610,CT8610,C28714,PM,Monthly,2024-02-16,Active
S8611,CT8611,C28718,BY,Yearly,2024-02-02,Active
S8612,CT8612,C28719,PM,Monthly,2024-02-13,Active
S8613,CT8613,C28721,BY,Yearly,2024-02-03,Active
S8614,CT8614,C28724,BM,Monthly,2024-01-31,Active
S8615,CT8615,C28730,BY,Yearly,2024-02-27,Active
S8616,CT8616,C28732,BY,Yearly,2024-02-09,Active
S8617,CT8617,C28738,BM,Monthly,2024-01-21,Active
S8618,CT8618,C28745,PY,Yearly,2024-03-01,Active
S8619,CT8619,C28748,PM,Monthly,2024-02-25,Active
S8620,CT8620,C28758,BM,Monthly,2024-01-29,Active
S8621,CT8621,C28764,PY,Yearly,2024-01-21,Active
S8622,CT8622,C28765,BY,Yearly,2024-02-23,Active
S8623,CT8623,C28766,BM,Monthly,2024-01-17,Active
S8624,CT8624,C28770,PY,Yearly,2024-02-19,Active
S8625,CT8625,C28771,BM,Monthly,2024-01-15,Active
S8626,CT8626,C28774,BM,Monthly,2024-02-11,Active
S8627,CT8627,C28778,BY,Yearly,2024-01-11,Active
S8628,CT8628,C28780,PY,Yearly,2024-02-26,Active
S8629,CT8629,C28785,BY,Yearly,2024-01-27,Active
S8630,CT8630,C28787,BY,Yearly,2024-01-14,Active
S8631,CT8631,C28793,PY,Yearly,2024-02-16,Active
S8632,CT8632,C28794,PY,Yearly,2024-01-08,Active
S8633,CT8633,C28796,PY,Yearly,2024-02-25,Active
S8634,CT8634,C28798,BY,Yearly,2024-01-25,Active
S8635,CT8635,C28800,BM,Monthly,2024-01-28,Active
S8636,CT8636,C28803,BM,Monthly,2024-01-26,Active
S8637,CT8637,C28805,BM,Monthly,2024-01-23,Active
S8638,CT8638,C28807,PM,Monthly,2024-01-08,Active
S8639,CT8639,C28809,PM,Monthly,2024-02-18,Active
S8640,CT8640,C28819,PY,Yearly,2024-02-20,Active
S8641,CT8641,C28829,PY,Yearly,2024-03-01,Active
S8642,CT8642,C28831,BY,Yearly,2024-02-24,Active
S8643,CT8643,C28832,PY,Yearly,2024-01-14,Active
S8644,CT8644,C28844,BY,Yearly,2024-01-05,Active
S8645,CT8645,C28845,BM,Monthly,2024-02-26,Active
S8646,CT8646,C28846,PM,Monthly,2024-02-13,Active
S8647,CT8647,C28847,PM,Monthly,2024-02-22,Active
S8648,CT8648,C28851,BM,Monthly,2024-01-14,Active
S8649,CT8649,C28853,PY,Yearly,2024-02-01,Active
S8650,CT8650,C28856,PM,Monthly,2024-02-12,Active
S8651,CT8651,C28860,PY,Yearly,2024-02-12,Active
S8652,CT8652,C28862,PM,Monthly,2024-02-23,Active
S8653,CT8653,C28863,PM,Monthly,2024-02-11,Active
S8654,CT8654,C28865,PY,Yearly,2024-02-16,Active
S8655,CT8655,C28867,BY,Yearly,2024-02-13,Active
S8656,CT8656,C28869,PM,Monthly,2024-01-23,Active
S8657,CT8657,C28870,BM,Monthly,2024-02-03,Active
S8658,CT8658,C28878,BY,Yearly,2024-02-17,Active
S8659,CT8659,C28879,BM,Monthly,2024-01-09,Active
S8660,CT8660,C28881,PM,Monthly,2024-01-11,Active
S8661,CT8661,C28884,PY,Yearly,2024-02-13,Active
S8662,CT8662,C28886,PY,Yearly,2024-01-18,Active
S8663,CT8663,C28887,PM,Monthly,2024-01-05,Active
S8664,CT8664,C28889,BM,Monthly,2024-02-19,Active
S8665,CT8665,C28894,PM,Monthly,2024-01-07,Active
S8666,CT8666,C28896,PY,Yearly,2024-03-01,Active
S8667,CT8667,C28903,BM,Monthly,2024-01-26,Active
S8668,CT8668,C28908,BY,Yearly,2024-02-03,Active
S8669,CT8669,C28912,PY,Yearly,2024-01-03,Active
S8670,CT8670,C28921,PM,Monthly,2024-02-09,Active
S8671,CT8671,C28923,PM,Monthly,2024-01-08,Active
S8672,CT8672,C28925,BY,Yearly,2024-02-15,Active
S8673,CT8673,C28926,PM,Monthly,2024-01-09,Active
S8674,CT8674,C28927,BM,Monthly,2024-02-29,Active
S8675,CT8675,C28930,PY,Yearly,2024-01-21,Active
S8676,CT8676,C28931,BM,Monthly,2024-01-28,Active
S8677,CT8677,C28934,BM,Monthly,2024-02-20,Active
S8678,CT8678,C28935,BY,Yearly,2024-01-22,Active
S8679,CT8679,C28936,BM,Monthly,2024-02-29,Active
S8680,CT8680,C28940,PM,Monthly,2024-02-25,Active
S8681,CT8681,C28941,BM,Monthly,2024-01-19,Active
S8682,CT8682,C28942,BY,Yearly,2024-02-18,Active
S8683,CT8683,C28946,PY,Yearly,2024-01-14,Active
S8684,CT8684,C28950,BY,Yearly,2024-01-24,Active
S8685,CT8685,C28956,BM,Monthly,2024-02-08,Active
S8686,CT8686,C28957,BY,Yearly,2024-01-17,Active
S8687,CT8687,C28960,BM,Monthly,2024-02-25,Active
S8688,CT8688,C28961,PY,Yearly,2024-01-31,Active
S8689,CT8689,C28982,PY,Yearly,2024-02-08,Active
S8690,CT8690,C28984,PM,Monthly,2024-02-22,Active
S8691,CT8691,C28989,BM,Monthly,2024-02-24,Active
S8692,CT8692,C28990,BM,Monthly,2024-01-22,Active
S8693,CT8693,C28991,BM,Monthly,2024-02-25,Active
S8694,CT8694,C28993,PM,Monthly,2024-02-28,Active
S8695,CT8695,C28994,BY,Yearly,2024-02-11,Active
S8696,CT8696,C28998,PY,Yearly,2024-02-17,Active
S8697,CT8697,C29002,PM,Monthly,2024-01-12,Active
S8698,CT8698,C29005,BY,Yearly,2024-01-13,Active
S8699,CT8699,C29010,BM,Monthly,2024-01-06,Active
S8700,CT8700,C29011,PY,Yearly,2024-02-07,Active
S8701,CT8701,C29018,BM,Monthly,2024-02-25,Active
S8702,CT8702,C29021,BM,Monthly,2024-01-26,Active
S8703,CT8703,C29024,PM,Monthly,2024-01-31,Active
S8704,CT8704,C29025,BM,Monthly,2024-01-28,Active
S8705,CT8705,C29028,PY,Yearly,2024-01-20,Active
S8706,CT8706,C29031,PM,Monthly,2024-01-03,Active
S8707,CT8707,C29034,BY,Yearly,2024-02-17,Active
S8708,CT8708,C29036,PY,Yearly,2024-01-28,Active
S8709,CT8709,C29037,BM,Monthly,2024-02-25,Active
S8710,CT8710,C29039,PY,Yearly,2024-01-18,Active
S8711,CT8711,C29048,BM,Monthly,2024-01-05,Active
S8712,CT8712,C29056,PY,Yearly,2024-02-02,Active
S8713,CT8713,C29062,BM,Monthly,2024-01-26,Active
S8714,CT8714,C29074,BM,Monthly,2024-02-25,Active
S8715,CT8715,C29075,BM,Monthly,2024-01-05,Active
S8716,CT8716,C29080,BM,Monthly,2024-02-11,Active
S8717,CT8717,C29081,BM,Monthly,2024-01-21,Active
S8718,CT8718,C29084,BY,Yearly,2024-02-13,Active
S8719,CT8719,C29090,PM,Monthly,2024-02-29,Active
S8720,CT8720,C29092,BY,Yearly,2024-03-03,Active
S8721,CT8721,C29100,BY,Yearly,2024-02-02,Active
S8722,CT8722,C29103,BM,Monthly,2024-02-24,Active
S8723,CT8723,C29107,BY,Yearly,2024-02-13,Active
S8724,CT8724,C29108,PY,Yearly,2024-01-03,Active
S8725,CT8725,C29109,PM,Monthly,2024-01-31,Active
S8726,CT8726,C29111,PM,Monthly,2024-01-04,Active
S8727,CT8727,C29112,PY,Yearly,2024-02-28,Active
S8728,CT8728,C29115,PY,Yearly,2024-02-03,Active
S8729,CT8729,C29126,PM,Monthly,2024-03-02,Active
S8730,CT8730,C29127,BM,Monthly,2024-02-13,Active
S8731,CT8731,C29133,PY,Yearly,2024-02-15,Active
S8732,CT8732,C29137,PY,Yearly,2024-02-19,Active
S8733,CT8733,C29140,BM,Monthly,2024-02-14,Active
S8734,CT8734,C29145,PY,Yearly,2024-01-17,Active
S8735,CT8735,C29150,PY,Yearly,2024-02-21,Active
S8736,CT8736,C29152,BY,Yearly,2024-02-28,Active
S8737,CT8737,C29153,PY,Yearly,2024-01-29,Active
S8738,CT8738,C29157,BM,Monthly,2024-01-22,Active
S8739,CT8739,C29159,PM,Monthly,2024-01-29,Active
S8740,CT8740,C29163,PM,Monthly,2024-02-17,Active
S8741,CT8741,C29170,PY,Yearly,2024-01-13,Active
S8742,CT8742,C29174,PM,Monthly,2024-02-22,Active
S8743,CT8743,C29178,PM,Monthly,2024-02-18,Active
S8744,CT8744,C29180,BM,Monthly,2024-01-28,Active
S8745,CT8745,C29182,BY,Yearly,2024-02-18,Active
S8746,CT8746,C29191,PY,Yearly,2024-01-26,Active
S8747,CT8747,C29193,PM,Monthly,2024-02-12,Active
S8748,CT8748,C29194,BY,Yearly,2024-01-06,Active
S8749,CT8749,C29201,BY,Yearly,2024-02-02,Active
S8750,CT8750,C29203,PY,Yearly,2024-02-06,Active
S8751,CT8751,C29204,BM,Monthly,2024-01-07,Active
S8752,CT8752,C29212,PY,Yearly,2024-01-12,Active
S8753,CT8753,C29218,BY,Yearly,2024-01-24,Active
S8754,CT8754,C29219,PY,Yearly,2024-01-13,Active
S8755,CT8755,C29223,PM,Monthly,2024-01-08,Active
S8756,CT8756,C29228,PY,Yearly,2024-01-29,Active
S8757,CT8757,C29230,PY,Yearly,2024-02-06,Active
S8758,CT8758,C29233,BY,Yearly,2024-02-20,Active
S8759,CT8759,C29234,PM,Monthly,2024-02-03,Active
S8760,CT8760,C29237,PY,Yearly,2024-01-11,Active
S8761,CT8761,C29244,BM,Monthly,2024-02-15,Active
S8762,CT8762,C29248,BY,Yearly,2024-01-05,Active
S8763,CT8763,C29250,PM,Monthly,2024-01-07,Active
S8764,CT8764,C29254,BM,Monthly,2024-02-10,Active
S8765,CT8765,C29255,BM,Monthly,2024-01-13,Active
S8766,CT8766,C29258,BM,Monthly,2024-01-22,Active
S8767,CT8767,C29259,BM,Monthly,2024-01-25,Active
S8768,CT8768,C29265,BY,Yearly,2024-01-30,Active
S8769,CT8769,C29267,BM,Monthly,2024-01-18,Active
S8770,CT8770,C29269,PM,Monthly,2024-01-12,Active
S8771,CT8771,C29270,PY,Yearly,2024-02-17,Active
S8772,CT8772,C29275,PM,Monthly,2024-01-10,Active
S8773,CT8773,C29276,PM,Monthly,2024-02-18,Active
S8774,CT8774,C29277,BY,Yearly,2024-01-22,Active
S8775,CT8775,C29279,PM,Monthly,2024-01-19,Active
S8776,CT8776,C29286,BY,Yearly,2024-02-10,Active
S8777,CT8777,C29291,PY,Yearly,2024-02-15,Active
S8778,CT8778,C29293,BM,Monthly,2024-01-13,Active
S8779,CT8779,C29297,PY,Yearly,2024-02-25,Active
S8780,CT8780,C29298,PM,Monthly,2024-01-27,Active
S8781,CT8781,C29302,PY,Yearly,2024-01-09,Active
S8782,CT8782,C29304,BM,Monthly,2024-01-28,Active
S8783,CT8783,C29306,PY,Yearly,2024-02-01,Active
S8784,CT8784,C29312,PM,Monthly,2024-01-11,Active
S8785,CT8785,C29313,PY,Yearly,2024-01-16,Active
S8786,CT8786,C29316,BY,Yearly,2024-02-28,Active
S8787,CT8787,C29317,PY,Yearly,2024-02-05,Active
S8788,CT8788,C29318,BY,Yearly,2024-02-03,Active
S8789,CT8789,C29322,BM,Monthly,2024-02-08,Active
S8790,CT8790,C29328,BY,Yearly,2024-02-21,Active
S8791,CT8791,C29329,PM,Monthly,2024-02-13,Active
S8792,CT8792,C29332,PY,Yearly,2024-01-15,Active
S8793,CT8793,C29334,BM,Monthly,2024-01-29,Active
S8794,CT8794,C29343,PY,Yearly,2024-01-18,Active
S8795,CT8795,C29345,PY,Yearly,2024-01-15,Active
S8796,CT8796,C29348,BY,Yearly,2024-02-26,Active
S8797,CT8797,C29351,PY,Yearly,2024-01-10,Active
S8798,CT8798,C29363,PM,Monthly,2024-01-13,Active
S8799,CT8799,C29364,PM,Monthly,2024-02-12,Active
S8800,CT8800,C29367,PY,Yearly,2024-01-03,Active
S8801,CT8801,C29368,PM,Monthly,2024-01-22,Active
S8802,CT8802,C29370,PM,Monthly,2024-02-24,Active
S8803,CT8803,C29373,BY,Yearly,2024-02-20,Active
S8804,CT8804,C29378,PY,Yearly,2024-01-25,Active
S8805,CT8805,C29380,BY,Yearly,2024-02-27,Active
S8806,CT8806,C29381,BY,Yearly,2024-01-19,Active
S8807,CT8807,C29393,BM,Monthly,2024-01-31,Active
S8808,CT8808,C29395,BY,Yearly,2024-01-14,Active
S8809,CT8809,C29398,PM,Monthly,2024-02-22,Active
