payment_id,invoice_id,customer_id,payment_date,amount_paid,payment_status
PAY54143,INV80308,C34602,2024-10-10,1000.0,Paid
PAY54144,INV54137,C34975,2024-10-16,1000.0,Paid
PAY54145,INV54193,C34999,2024-10-07,1000.0,Paid
PAY54146,INV54305,C35086,2024-10-15,1000.0,Paid
PAY54147,INV80560,C35240,2024-10-13,10000.0,Paid
PAY54148,INV54612,C35252,2024-10-11,400.0,Paid
PAY54149,INV54813,C35415,2024-10-16,400.0,Paid
PAY54150,INV54828,C35418,2024-10-12,400.0,Paid
PAY54151,INV54928,C35492,2024-10-12,1000.0,Paid
PAY54152,INV80694,C35582,2024-10-16,10000.0,Paid
PAY54153,INV80897,C36032,2024-11-05,1000.0,Late
PAY54154,INV55769,C36131,2024-11-04,400.0,Late
PAY54155,INV56036,C36318,2024-10-13,400.0,Paid
PAY54156,INV56524,C36634,2024-10-07,1000.0,Paid
PAY54157,INV81217,C36681,2024-10-09,1000.0,Paid
PAY54158,INV57220,C37151,2024-10-11,400.0,Paid
PAY54159,INV63541,C3730,2024-10-09,1000.0,Paid
PAY54160,INV57539,C37348,2024-10-20,1000.0,Late
PAY54161,INV57676,C37446,2024-10-11,400.0,Paid
PAY54162,INV57952,C37603,2024-10-14,1000.0,Paid
PAY54163,INV57988,C37616,2024-10-09,1000.0,Paid
PAY54164,INV81810,C37624,2024-10-09,1000.0,Paid
PAY54165,INV58335,C37842,2024-10-13,1000.0,Paid
PAY54166,INV59131,C38364,,0.0,Failed
PAY54167,INV59460,C38549,2024-10-15,1000.0,Paid
PAY54168,INV82344,C38654,2024-10-14,1000.0,Paid
PAY54169,INV60318,C39186,2024-10-15,400.0,Paid
PAY54170,INV60388,C39242,2024-10-23,304.86,Partial
PAY54171,INV82744,C39508,2024-10-15,1000.0,Paid
PAY54172,INV61103,C39657,,0.0,Failed
PAY54173,INV61182,C39696,2024-10-09,400.0,Paid
PAY54174,INV61228,C39710,2024-10-10,860.0,Paid
PAY54175,INV6006,C3992,2024-10-09,400.0,Paid
PAY54176,INV61487,C39954,2024-10-12,1000.0,Paid
PAY54177,INV61555,C39999,2024-10-14,400.0,Paid
PAY54178,INV6882,C4530,2024-10-08,400.0,Paid
PAY54179,INV64191,C5073,2024-11-03,1000.0,Late
PAY54180,INV7981,C5248,2024-10-08,376.0,Paid
PAY54181,INV8094,C5316,2024-10-15,1000.0,Paid
PAY54182,INV8384,C5471,2024-10-13,360.0,Paid
PAY54183,INV64623,C5606,2024-10-09,1000.0,Paid
PAY54184,INV811,C582,2024-10-10,400.0,Paid
PAY54185,INV9084,C5942,2024-10-12,400.0,Paid
PAY54186,INV10148,C6690,2024-10-12,400.0,Paid
PAY54187,INV65235,C6700,2024-10-15,1000.0,Paid
PAY54188,INV65298,C6868,2024-10-10,10000.0,Paid
PAY54189,INV10579,C6988,2024-10-17,359.12,Partial
PAY54190,INV10674,C7037,2024-10-12,1000.0,Paid
PAY54191,INV10730,C7083,2024-10-08,850.0,Paid
PAY54192,INV11363,C7469,2024-10-12,400.0,Paid
PAY54193,INV65680,C7493,2024-10-27,1000.0,Late
PAY54194,INV1044,C753,2024-10-11,1000.0,Paid
PAY54195,INV65724,C7537,2024-10-16,1000.0,Paid
PAY54196,INV12086,C7939,2024-10-11,400.0,Paid
PAY54197,INV12371,C8157,2024-10-16,400.0,Paid
PAY54198,INV13085,C8592,2024-10-16,400.0,Paid
PAY54199,INV66293,C8639,2024-10-23,697.96,Partial
PAY54200,INV13351,C8795,2024-10-10,400.0,Paid
PAY54201,INV66420,C8853,2024-10-11,1000.0,Paid
PAY54202,INV66553,C9054,2024-10-11,10000.0,Paid
PAY54203,INV14042,C9274,2024-10-16,1000.0,Paid
PAY54204,INV14446,C9480,,0.0,Failed
PAY54205,INV66854,C9624,2024-10-25,10000.0,Late
PAY54206,INV14916,C9777,2024-10-10,1000.0,Paid
PAY54207,INV15160,C9924,2024-10-13,128.87,Partial
PAY54208,INV67035,C9990,2024-10-14,1000.0,Paid
PAY54209,INV15626,C10236,2024-10-11,1000.0,Paid
PAY54210,INV15651,C10253,2024-10-20,415.81,Partial
PAY54211,INV16073,C10508,2024-10-13,1000.0,Paid
PAY54212,INV1592,C1098,2024-10-10,1000.0,Paid
PAY54213,INV16935,C11048,2024-10-11,1000.0,Paid
PAY54214,INV17195,C11211,2024-11-05,400.0,Late
PAY54215,INV17229,C11227,2024-10-16,498.58,Partial
PAY54216,INV17509,C11388,2024-10-11,400.0,Paid
PAY54217,INV17739,C11523,2024-10-10,1000.0,Paid
PAY54218,INV67938,C11614,2024-10-15,10000.0,Paid
PAY54219,INV18103,C11653,2024-10-14,400.0,Paid
PAY54220,INV18306,C11798,2024-10-25,720.6,Partial
PAY54221,INV18535,C11955,2024-10-16,400.0,Paid
PAY54222,INV19034,C12274,2024-11-01,860.0,Late
PAY54223,INV68509,C12542,2024-10-10,10000.0,Paid
PAY54224,INV19834,C12890,,0.0,Failed
PAY54225,INV20609,C13472,2024-10-13,400.0,Paid
PAY54226,INV20688,C13490,2024-10-30,1000.0,Late
PAY54227,INV20944,C13644,2024-10-13,1000.0,Paid
PAY54228,INV20996,C13659,2024-10-10,400.0,Paid
PAY54229,INV2291,C1437,2024-10-15,1000.0,Paid
PAY54230,INV22306,C14492,2024-11-04,1000.0,Late
PAY54231,INV69534,C14498,2024-10-16,1000.0,Paid
PAY54232,INV69545,C14523,2024-10-14,10000.0,Paid
PAY54233,INV22421,C14558,2024-10-10,360.0,Paid
PAY54234,INV69591,C14591,2024-10-12,10000.0,Paid
PAY54235,INV69721,C14802,2024-10-11,1000.0,Paid
PAY54236,INV23530,C15179,2024-10-20,400.0,Late
PAY54237,INV23983,C15479,2024-10-15,1000.0,Paid
PAY54238,INV24580,C15885,2024-10-14,400.0,Paid
PAY54239,INV70519,C16016,,0.0,Failed
PAY54240,INV24932,C16113,2024-11-03,1000.0,Late
PAY54241,INV24943,C16118,2024-11-04,1000.0,Late
PAY54242,INV2507,C1638,2024-10-12,400.0,Paid
PAY54243,INV25865,C16698,2024-11-03,1000.0,Late
PAY54244,INV26133,C16928,2024-10-11,400.0,Paid
PAY54245,INV26208,C16975,,0.0,Failed
PAY54246,INV27010,C17496,2024-10-16,400.0,Paid
PAY54247,INV27168,C17609,2024-10-09,1000.0,Paid
PAY54248,INV71346,C17932,2024-10-13,1000.0,Paid
PAY54249,INV27628,C17943,2024-10-09,400.0,Paid
PAY54250,INV2834,C1819,2024-10-17,1000.0,Paid
PAY54251,INV71557,C18279,2024-10-18,5204.36,Partial
PAY54252,INV28641,C18436,2024-10-11,1000.0,Paid
PAY54253,INV71906,C18882,2024-10-15,10000.0,Paid
PAY54254,INV29701,C19030,2024-10-14,400.0,Paid
PAY54255,INV29724,C19037,2024-10-16,400.0,Paid
PAY54256,INV72266,C19320,2024-10-13,10000.0,Paid
PAY54257,INV72663,C20144,2024-10-26,10000.0,Late
PAY54258,INV31584,C20297,2024-10-11,376.0,Paid
PAY54259,INV31650,C20335,2024-10-16,227.97,Partial
PAY54260,INV31697,C20386,2024-10-15,1000.0,Paid
PAY54261,INV72831,C20432,2024-10-08,1000.0,Paid
PAY54262,INV72856,C20450,2024-10-16,1000.0,Paid
PAY54263,INV31850,C20471,2024-10-16,400.0,Paid
PAY54264,INV32042,C20573,2024-10-15,368.0,Paid
PAY54265,INV73002,C20642,2024-10-25,332.6,Partial
PAY54266,INV32295,C20722,2024-10-11,1000.0,Paid
PAY54267,INV32475,C20846,2024-10-16,1000.0,Paid
PAY54268,INV32873,C21060,2024-10-13,1000.0,Paid
PAY54269,INV32908,C21081,2024-10-22,202.51,Partial
PAY54270,INV73419,C21578,2024-10-27,10000.0,Late
PAY54271,INV33916,C21766,2024-10-08,1000.0,Paid
PAY54272,INV34146,C21916,2024-10-11,1000.0,Paid
PAY54273,INV35887,C23002,2024-10-27,181.84,Partial
PAY54274,INV36144,C23131,2024-10-08,400.0,Paid
PAY54275,INV36600,C23468,2024-10-09,400.0,Paid
PAY54276,INV36816,C23573,2024-10-14,400.0,Paid
PAY54277,INV37153,C23815,2024-10-13,900.0,Paid
PAY54278,INV37252,C23887,2024-10-26,400.0,Late
PAY54279,INV3717,C2406,2024-10-15,400.0,Paid
PAY54280,INV37999,C24339,2024-10-14,400.0,Paid
PAY54281,INV38084,C24385,2024-10-26,192.87,Partial
PAY54282,INV38305,C24506,2024-10-10,400.0,Paid
PAY54283,INV75289,C24802,2024-10-08,1000.0,Paid
PAY54284,INV75435,C24974,2024-10-15,10000.0,Paid
PAY54285,INV40228,C25718,2024-10-12,360.0,Paid
PAY54286,INV75907,C25765,2024-11-01,1000.0,Late
PAY54287,INV41363,C26487,2024-10-12,400.0,Paid
PAY54288,INV41427,C26527,2024-10-25,400.0,Late
PAY54289,INV4113,C2656,2024-10-13,400.0,Paid
PAY54290,INV41533,C26614,2024-11-02,400.0,Late
PAY54291,INV41647,C26676,2024-10-09,400.0,Paid
PAY54292,INV41788,C26823,2024-10-11,1000.0,Paid
PAY54293,INV76266,C26908,2024-10-13,1000.0,Paid
PAY54294,INV76322,C27013,2024-10-13,10000.0,Paid
PAY54295,INV42144,C27090,2024-11-02,1000.0,Late
PAY54296,INV42637,C27456,2024-10-17,1000.0,Paid
PAY54297,INV42723,C27485,2024-10-15,400.0,Paid
PAY54298,INV42799,C27510,2024-10-08,1000.0,Paid
PAY54299,INV4246,C2752,2024-10-17,400.0,Paid
PAY54300,INV76572,C27551,2024-10-08,10000.0,Paid
PAY54301,INV43325,C27890,2024-11-02,1000.0,Late
PAY54302,INV43347,C27892,2024-10-08,400.0,Paid
PAY54303,INV4332,C2792,2024-10-23,269.18,Partial
PAY54304,INV43456,C27948,2024-10-14,400.0,Paid
PAY54305,INV43720,C28107,2024-10-11,400.0,Paid
PAY54306,INV77005,C28597,2024-10-16,1000.0,Paid
PAY54307,INV4441,C2876,2024-10-18,400.0,Late
PAY54308,INV77257,C28956,2024-10-10,1000.0,Paid
PAY54309,INV45152,C29048,2024-10-08,400.0,Paid
PAY54310,INV45184,C29075,2024-10-08,364.0,Paid
PAY54311,INV77367,C29111,2024-10-09,10000.0,Paid
PAY54312,INV45361,C29204,2024-10-09,400.0,Paid
PAY54313,INV46325,C29851,2024-10-10,400.0,Paid
PAY54314,INV46414,C29913,2024-11-02,400.0,Late
PAY54315,INV4637,C2996,2024-10-20,400.0,Late
PAY54316,INV77810,C30019,2024-10-09,1000.0,Paid
PAY54317,INV47695,C30756,2024-10-08,1000.0,Paid
PAY54318,INV4717,C3085,2024-10-17,1000.0,Paid
PAY54319,INV78397,C30940,2024-10-27,459.7,Partial
PAY54320,INV48290,C31207,,0.0,Failed
PAY54321,INV48428,C31285,2024-10-14,400.0,Paid
PAY54322,INV48586,C31380,2024-10-13,1000.0,Paid
PAY54323,INV48689,C31435,2024-10-13,1000.0,Paid
PAY54324,INV78808,C31441,2024-10-11,10000.0,Paid
PAY54325,INV49147,C31734,2024-10-11,970.0,Paid
PAY54326,INV49224,C31759,,0.0,Failed
PAY54327,INV50196,C32328,2024-10-13,400.0,Paid
PAY54328,INV79422,C32440,2024-10-28,1000.0,Late
PAY54329,INV50529,C32531,2024-10-16,1000.0,Paid
PAY54330,INV5001,C3263,2024-10-16,400.0,Paid
PAY54331,INV79578,C32745,2024-10-13,3498.1,Partial
PAY54332,INV51124,C32895,,0.0,Failed
PAY54333,INV51541,C33144,2024-10-17,400.0,Paid
PAY54334,INV52077,C33513,2024-10-13,400.0,Paid
PAY54335,INV79925,C33538,2024-10-15,1000.0,Paid
PAY54336,INV63293,C3355,2024-10-13,1000.0,Paid
PAY54337,INV52460,C33785,2024-10-14,1000.0,Paid
PAY54338,INV53003,C34155,2024-10-11,400.0,Paid
PAY54339,INV53397,C34391,2024-10-12,400.0,Paid
PAY54340,INV63402,C3468,2024-10-16,10000.0,Paid
PAY54341,INV54211,C35004,,0.0,Failed
PAY54342,INV80441,C35113,2024-10-10,10000.0,Paid
PAY54343,INV80526,C35210,2024-10-11,1000.0,Paid
PAY54344,INV55069,C35607,,0.0,Failed
PAY54345,INV80726,C35689,,0.0,Failed
PAY54346,INV80742,C35696,2024-10-10,1000.0,Paid
PAY54347,INV55570,C36047,2024-10-16,400.0,Paid
PAY54348,INV55662,C36089,2024-10-17,1000.0,Paid
PAY54349,INV55967,C36253,2024-10-08,400.0,Paid
PAY54350,INV56121,C36380,2024-10-09,400.0,Paid
PAY54351,INV56264,C36456,2024-10-25,135.31,Partial
PAY54352,INV81133,C36540,2024-10-17,10000.0,Paid
PAY54353,INV57459,C37293,2024-10-17,400.0,Paid
PAY54354,INV57687,C37456,2024-10-29,400.0,Late
PAY54355,INV57696,C37457,2024-10-17,400.0,Paid
PAY54356,INV57800,C37510,2024-10-14,400.0,Paid
PAY54357,INV81749,C37524,2024-10-10,1000.0,Paid
PAY54358,INV58270,C37786,2024-10-11,1000.0,Paid
PAY54359,INV58612,C38006,2024-10-15,400.0,Paid
PAY54360,INV58705,C38053,2024-10-08,400.0,Paid
PAY54361,INV58821,C38156,2024-10-24,198.83,Partial
PAY54362,INV82061,C38170,,0.0,Failed
PAY54363,INV59098,C38338,2024-10-14,400.0,Paid
PAY54364,INV5895,C3900,2024-10-13,400.0,Paid
PAY54365,INV82573,C39122,2024-10-16,1000.0,Paid
PAY54366,INV82719,C39401,2024-10-12,10000.0,Paid
PAY54367,INV82849,C39781,,0.0,Failed
PAY54368,INV6062,C4018,2024-10-14,400.0,Paid
PAY54369,INV7337,C4808,2024-11-01,400.0,Late
PAY54370,INV7539,C4994,2024-10-10,400.0,Paid
PAY54371,INV7591,C5026,2024-10-18,400.0,Late
PAY54372,INV64361,C5354,2024-10-22,1000.0,Late
PAY54373,INV8276,C5394,2024-10-13,400.0,Paid
PAY54374,INV8834,C5774,2024-10-09,400.0,Paid
PAY54375,INV8907,C5803,2024-10-13,1000.0,Paid
PAY54376,INV8933,C5817,2024-10-09,1000.0,Paid
PAY54377,INV9427,C6171,2024-11-02,400.0,Late
PAY54378,INV65090,C6483,2024-10-09,10000.0,Paid
PAY54379,INV10230,C6732,2024-10-14,364.0,Paid
PAY54380,INV65356,C6924,2024-10-08,1000.0,Paid
PAY54381,INV10826,C7138,2024-10-08,400.0,Paid
PAY54382,INV10971,C7238,2024-10-10,400.0,Paid
PAY54383,INV11237,C7402,2024-10-13,870.0,Paid
PAY54384,INV61908,C813,2024-10-24,1000.0,Late
PAY54385,INV13111,C8612,2024-10-27,456.31,Partial
PAY54386,INV13161,C8655,2024-10-09,400.0,Paid
PAY54387,INV13436,C8825,2024-10-08,400.0,Paid
PAY54388,INV66468,C8938,2024-10-11,10000.0,Paid
PAY54389,INV13700,C9040,2024-10-14,400.0,Paid
PAY54390,INV13760,C9076,2024-10-12,400.0,Paid
PAY54391,INV14215,C9375,,0.0,Failed
PAY54392,INV66696,C9381,2024-10-09,10000.0,Paid
PAY54393,INV14435,C9475,2024-10-13,1000.0,Paid
PAY54394,INV14480,C9487,2024-10-16,1000.0,Paid
PAY54395,INV66835,C9581,2024-10-17,10000.0,Paid
PAY54396,INV14851,C9729,2024-10-22,1000.0,Late
PAY54397,INV14949,C9784,2024-10-21,400.0,Late
PAY54398,INV15004,C9799,2024-10-12,400.0,Paid
PAY54399,INV66986,C9884,2024-10-12,1000.0,Paid
PAY54400,INV67058,C10053,2024-11-05,10000.0,Late
PAY54401,INV67106,C10168,2024-10-18,10000.0,Paid
PAY54402,INV15489,C10174,2024-10-11,1000.0,Paid
PAY54403,INV15662,C10254,2024-10-09,1000.0,Paid
PAY54404,INV16154,C10542,2024-10-14,1000.0,Paid
PAY54405,INV67467,C10821,2024-10-14,10000.0,Paid
PAY54406,INV16597,C10833,,0.0,Failed
PAY54407,INV67529,C11041,2024-10-15,1000.0,Paid
PAY54408,INV17136,C11180,2024-10-22,1000.0,Late
PAY54409,INV17299,C11281,2024-10-17,1000.0,Paid
PAY54410,INV17374,C11317,2024-10-17,400.0,Paid
PAY54411,INV1720,C1151,2024-10-18,400.0,Paid
PAY54412,INV18408,C11875,2024-10-16,1000.0,Paid
PAY54413,INV18863,C12185,2024-10-17,400.0,Paid
PAY54414,INV18932,C12212,2024-10-12,400.0,Paid
PAY54415,INV19136,C12350,2024-10-15,860.0,Paid
PAY54416,INV68467,C12415,2024-10-09,10000.0,Paid
PAY54417,INV62200,C1272,2024-10-15,10000.0,Paid
PAY54418,INV19686,C12756,2024-10-13,400.0,Paid
PAY54419,INV19762,C12819,2024-10-17,194.4,Partial
PAY54420,INV19780,C12846,2024-10-20,1000.0,Late
PAY54421,INV20001,C13045,2024-10-11,1000.0,Paid
PAY54422,INV20212,C13156,2024-10-17,400.0,Paid
PAY54423,INV2064,C1329,2024-10-11,870.0,Paid
PAY54424,INV2089,C1339,2024-10-09,1000.0,Paid
PAY54425,INV20638,C13475,2024-10-09,1000.0,Paid
PAY54426,INV20795,C13547,2024-10-10,392.0,Paid
PAY54427,INV21087,C13729,2024-10-11,400.0,Paid
PAY54428,INV21507,C13970,2024-10-10,400.0,Paid
PAY54429,INV2246,C1429,2024-10-16,400.0,Paid
PAY54430,INV22605,C14643,2024-10-09,400.0,Paid
PAY54431,INV202,C149,2024-10-28,221.32,Partial
PAY54432,INV23254,C14968,2024-10-09,400.0,Paid
PAY54433,INV69823,C15010,2024-10-09,10000.0,Paid
PAY54434,INV23918,C15428,2024-10-18,930.0,Paid
PAY54435,INV23939,C15447,2024-10-16,400.0,Paid
PAY54436,INV24322,C15687,2024-10-13,1000.0,Paid
PAY54437,INV70445,C15876,2024-10-18,1000.0,Paid
PAY54438,INV24664,C15920,2024-10-16,1000.0,Paid
PAY54439,INV70480,C15937,2024-10-21,10000.0,Late
PAY54440,INV70502,C15989,2024-10-13,1000.0,Paid
PAY54441,INV25053,C16203,2024-10-16,1000.0,Paid
PAY54442,INV70650,C16284,2024-10-18,1000.0,Paid
PAY54443,INV25548,C16505,2024-10-17,1000.0,Paid
PAY54444,INV70790,C16700,2024-10-09,1000.0,Paid
PAY54445,INV2623,C1695,2024-10-11,400.0,Paid
PAY54446,INV26285,C17014,2024-10-16,400.0,Paid
PAY54447,INV26375,C17047,2024-10-11,1000.0,Paid
PAY54448,INV2697,C1724,2024-10-13,1000.0,Paid
PAY54449,INV26789,C17338,2024-10-31,1000.0,Late
PAY54450,INV27116,C17586,2024-10-16,1000.0,Paid
PAY54451,INV27399,C17759,2024-10-30,400.0,Late
PAY54452,INV27447,C17796,2024-10-11,400.0,Paid
PAY54453,INV71262,C17803,2024-10-18,1000.0,Paid
PAY54454,INV2808,C1792,2024-10-11,990.0,Paid
PAY54455,INV28170,C18247,2024-10-16,400.0,Paid
PAY54456,INV71714,C18569,2024-10-21,6795.14,Partial
PAY54457,INV71787,C18711,2024-10-15,10000.0,Paid
PAY54458,INV62510,C1878,2024-10-14,10000.0,Paid
PAY54459,INV71858,C18815,2024-10-15,1000.0,Paid
PAY54460,INV62521,C1913,2024-10-09,10000.0,Paid
PAY54461,INV72122,C19151,2024-10-13,10000.0,Paid
PAY54462,INV29929,C19182,2024-10-16,1000.0,Paid
PAY54463,INV30107,C19276,2024-10-16,400.0,Paid
PAY54464,INV72314,C19420,2024-10-23,3009.72,Partial
PAY54465,INV30456,C19514,2024-10-19,330.93,Partial
PAY54466,INV30721,C19704,2024-10-22,661.48,Partial
PAY54467,INV72570,C19793,,0.0,Failed
PAY54468,INV31006,C19857,2024-10-16,400.0,Paid
PAY54469,INV3173,C2059,2024-10-25,707.41,Partial
PAY54470,INV32631,C20917,2024-10-15,400.0,Paid
PAY54471,INV32809,C21010,2024-10-17,400.0,Paid
PAY54472,INV32924,C21089,2024-10-26,208.68,Partial
PAY54473,INV73441,C21580,2024-10-13,1000.0,Paid
PAY54474,INV73493,C21689,2024-10-28,10000.0,Late
PAY54475,INV73596,C21852,2024-10-14,10000.0,Paid
PAY54476,INV34078,C21893,2024-10-30,1000.0,Late
PAY54477,INV34158,C21921,2024-10-15,1000.0,Paid
PAY54478,INV34177,C21924,2024-10-24,400.0,Late
PAY54479,INV62676,C2195,2024-10-09,1000.0,Paid
PAY54480,INV73743,C22194,2024-10-09,10000.0,Paid
PAY54481,INV34844,C22352,2024-10-18,400.0,Paid
PAY54482,INV74069,C22752,2024-10-18,10000.0,Paid
PAY54483,INV74154,C22917,2024-10-15,10000.0,Paid
PAY54484,INV35986,C23051,2024-10-31,970.0,Late
PAY54485,INV36045,C23082,2024-10-18,400.0,Paid
PAY54486,INV36306,C23250,,0.0,Failed
PAY54487,INV36426,C23312,2024-10-19,139.4,Partial
PAY54488,INV74379,C23340,2024-10-14,10000.0,Paid
PAY54489,INV36542,C23410,2024-10-15,1000.0,Paid
PAY54490,INV74417,C23411,2024-10-14,10000.0,Paid
PAY54491,INV37014,C23720,2024-10-15,400.0,Paid
PAY54492,INV74701,C23896,2024-10-10,10000.0,Paid
PAY54493,INV37335,C23950,2024-10-19,145.78,Partial
PAY54494,INV37466,C24027,2024-11-02,400.0,Late
PAY54495,INV37848,C24236,2024-10-15,1000.0,Paid
PAY54496,INV38120,C24431,2024-10-18,400.0,Paid
PAY54497,INV38175,C24459,2024-10-11,1000.0,Paid
PAY54498,INV38197,C24468,2024-10-15,400.0,Paid
PAY54499,INV38872,C24880,2024-10-26,400.0,Late
PAY54500,INV62827,C2531,2024-10-15,10000.0,Paid
PAY54501,INV39909,C25539,2024-10-23,789.93,Partial
PAY54502,INV40004,C25586,2024-10-18,1000.0,Paid
PAY54503,INV40442,C25882,,0.0,Failed
PAY54504,INV76027,C26314,2024-10-15,10000.0,Paid
PAY54505,INV41192,C26383,2024-10-11,400.0,Paid
PAY54506,INV76288,C26967,2024-10-13,10000.0,Paid
PAY54507,INV42761,C27504,2024-10-14,1000.0,Paid
PAY54508,INV42774,C27507,2024-10-17,400.0,Paid
PAY54509,INV42865,C27559,2024-10-16,400.0,Paid
PAY54510,INV42944,C27618,2024-10-11,1000.0,Paid
PAY54511,INV43567,C28024,2024-10-15,1000.0,Paid
PAY54512,INV43652,C28078,2024-10-10,400.0,Paid
PAY54513,INV43763,C28142,2024-10-09,400.0,Paid
PAY54514,INV44224,C28456,2024-10-15,278.35,Partial
PAY54515,INV44947,C28923,,0.0,Failed
PAY54516,INV77570,C29401,2024-10-27,10000.0,Late
PAY54517,INV46156,C29742,2024-10-16,400.0,Paid
PAY54518,INV46345,C29855,2024-10-31,910.0,Late
PAY54519,INV77750,C29863,2024-10-21,1000.0,Late
PAY54520,INV77801,C29998,2024-11-01,10000.0,Late
PAY54521,INV47062,C30310,2024-10-11,400.0,Paid
PAY54522,INV47276,C30484,2024-10-15,303.42,Partial
PAY54523,INV47317,C30518,2024-10-14,1000.0,Paid
PAY54524,INV63120,C3071,2024-10-16,1000.0,Paid
PAY54525,INV47739,C30781,2024-11-07,400.0,Late
PAY54526,INV78337,C30860,2024-10-13,10000.0,Paid
PAY54527,INV47923,C30928,2024-10-13,388.0,Paid
PAY54528,INV4745,C3099,2024-10-10,1000.0,Paid
PAY54529,INV78710,C31337,2024-10-17,10000.0,Paid
PAY54530,INV78829,C31470,2024-10-14,10000.0,Paid
PAY54531,INV49027,C31666,2024-10-27,400.0,Late
PAY54532,INV49041,C31669,2024-10-13,400.0,Paid
PAY54533,INV49295,C31792,2024-10-24,666.06,Partial
PAY54534,INV79085,C31892,2024-10-17,10000.0,Paid
PAY54535,INV49655,C31956,2024-10-12,1000.0,Paid
PAY54536,INV79254,C32130,,0.0,Failed
PAY54537,INV79658,C32974,,0.0,Failed
PAY54538,INV79770,C33120,2024-10-17,10000.0,Paid
PAY54539,INV51578,C33170,2024-10-29,1000.0,Late
PAY54540,INV51644,C33213,2024-10-27,272.59,Partial
PAY54541,INV79900,C33381,2024-10-12,10000.0,Paid
PAY54542,INV5103,C3344,2024-10-11,1000.0,Paid
PAY54543,INV52743,C33977,2024-10-15,1000.0,Paid
PAY54544,INV53121,C34236,2024-10-25,730.65,Partial
PAY54545,INV53169,C34271,2024-10-17,400.0,Paid
PAY54546,INV53422,C34414,2024-10-12,400.0,Paid
PAY54547,INV5327,C3527,2024-10-12,1000.0,Paid
PAY54548,INV80786,C35834,2024-10-12,10000.0,Paid
PAY54549,INV80834,C35920,2024-10-16,10000.0,Paid
PAY54550,INV5565,C3665,2024-10-23,253.35,Partial
PAY54551,INV56586,C36666,2024-10-18,870.0,Paid
PAY54552,INV518,C367,2024-10-13,1000.0,Paid
PAY54553,INV81420,C36974,2024-10-11,1000.0,Paid
PAY54554,INV57011,C37016,2024-10-14,400.0,Paid
PAY54555,INV81480,C37129,2024-10-13,1000.0,Paid
PAY54556,INV58602,C38002,2024-10-23,160.15,Partial
PAY54557,INV82093,C38216,2024-10-28,3627.93,Partial
PAY54558,INV59257,C38444,2024-10-17,396.0,Paid
PAY54559,INV59299,C38452,2024-10-10,860.0,Paid
PAY54560,INV59318,C38457,2024-10-18,1000.0,Paid
PAY54561,INV82321,C38624,2024-10-14,1000.0,Paid
PAY54562,INV82380,C38769,2024-10-25,1000.0,Late
PAY54563,INV59846,C38818,2024-10-16,696.5,Partial
PAY54564,INV60082,C39026,2024-10-14,319.59,Partial
PAY54565,INV60559,C39367,2024-10-09,384.0,Paid
PAY54566,INV61211,C39704,2024-10-18,400.0,Paid
PAY54567,INV82962,C39955,2024-10-18,1000.0,Paid
PAY54568,INV63708,C4085,2024-10-30,1000.0,Late
PAY54569,INV63759,C4104,2024-10-14,10000.0,Paid
PAY54570,INV61682,C422,2024-10-16,5301.72,Partial
PAY54571,INV63938,C4564,2024-10-23,610.61,Partial
PAY54572,INV64410,C5400,2024-10-13,1000.0,Paid
PAY54573,INV64537,C5553,2024-10-18,10000.0,Paid
PAY54574,INV8654,C5635,2024-10-09,400.0,Paid
PAY54575,INV8917,C5805,2024-10-13,400.0,Paid
PAY54576,INV9374,C6117,2024-11-04,400.0,Late
PAY54577,INV64861,C6155,2024-10-14,10000.0,Paid
PAY54578,INV9437,C6172,2024-10-17,400.0,Paid
PAY54579,INV64971,C6255,2024-10-17,10000.0,Paid
PAY54580,INV10043,C6617,2024-10-27,374.86,Partial
PAY54581,INV952,C687,2024-10-17,1000.0,Paid
PAY54582,INV10400,C6880,2024-10-19,388.0,Late
PAY54583,INV10433,C6911,2024-10-27,400.0,Late
PAY54584,INV11085,C7319,2024-10-09,400.0,Paid
PAY54585,INV11134,C7346,2024-10-09,360.0,Paid
PAY54586,INV11281,C7420,2024-10-16,360.0,Paid
PAY54587,INV65690,C7509,2024-10-12,1000.0,Paid
PAY54588,INV65772,C7605,2024-10-11,10000.0,Paid
PAY54589,INV11646,C7650,2024-10-13,400.0,Paid
PAY54590,INV65844,C7688,2024-10-18,10000.0,Paid
PAY54591,INV12283,C8099,2024-10-15,1000.0,Paid
PAY54592,INV66060,C8146,2024-10-10,10000.0,Paid
PAY54593,INV12590,C8246,,0.0,Failed
PAY54594,INV12979,C8494,2024-10-13,400.0,Paid
PAY54595,INV13298,C8761,2024-10-12,400.0,Paid
PAY54596,INV1282,C894,2024-10-23,300.01,Partial
PAY54597,INV66721,C9408,2024-10-16,10000.0,Paid
PAY54598,INV14519,C9501,2024-10-16,400.0,Paid
PAY54599,INV1409,C973,2024-10-16,400.0,Paid
PAY54600,INV14984,C9794,2024-10-13,1000.0,Paid
PAY54601,INV15080,C9864,2024-10-21,1000.0,Late
PAY54602,INV15502,C10181,2024-10-19,1000.0,Paid
PAY54603,INV15909,C10422,2024-10-16,1000.0,Paid
PAY54604,INV16060,C10507,2024-10-15,1000.0,Paid
PAY54605,INV62056,C1064,2024-10-12,1000.0,Paid
PAY54606,INV16472,C10760,2024-10-27,400.0,Late
PAY54607,INV16643,C10853,2024-10-19,1000.0,Paid
