collection_id,invoice_id,customer_id,collection_date,amount_collected,collection_status
COL5116,INV60295,C39170,2024-07-10,0.0,Unrecovered
COL5117,INV6695,C4407,2024-07-19,106.68,Recovered
COL5118,INV11347,C7467,2024-07-16,273.03,Recovered
COL5119,INV12499,C8196,2024-07-11,136.08,Recovered
COL5120,INV12671,C8310,2024-07-11,224.35,Recovered
COL5121,INV14050,C9277,2024-07-07,132.69,Recovered
COL5122,INV67202,C10297,2024-06-23,0.0,Unrecovered
COL5123,INV68172,C11925,2024-07-14,1662.17,Recovered
COL5124,INV20966,C13651,2024-07-02,823.34,Recovered
COL5125,INV23145,C14921,2024-07-04,0.0,Unrecovered
COL5126,INV70899,C16866,2024-07-10,481.03,Recovered
COL5127,INV27318,C17707,2024-06-23,258.39,Recovered
COL5128,INV31766,C20435,2024-07-03,105.28,Recovered
COL5129,INV32566,C20894,2024-07-06,114.02,Recovered
COL5130,INV33661,C21648,2024-06-24,200.55,Recovered
COL5131,INV35305,C22642,2024-06-27,162.59,Recovered
COL5132,INV35872,C22985,2024-07-05,615.06,Recovered
COL5133,INV62750,C2340,2024-07-04,656.24,Recovered
COL5134,INV37118,C23779,2024-07-13,207.42,Recovered
COL5135,INV74882,C24201,2024-07-07,299.1,Recovered
COL5136,INV39965,C25572,2024-06-27,224.35,Recovered
COL5137,INV41346,C26486,2024-07-14,0.0,Unrecovered
COL5138,INV4169,C2715,2024-07-06,0.0,Unrecovered
COL5139,INV43797,C28160,2024-06-25,0.0,Unrecovered
COL5140,INV44723,C28771,2024-07-14,74.15,Recovered
COL5141,INV44818,C28846,2024-07-09,120.8,Recovered
COL5142,INV48570,C31377,2024-06-30,281.23,Recovered
COL5143,INV54428,C35153,2024-06-23,729.03,Recovered
COL5144,INV55264,C35817,2024-07-22,90.36,Recovered
COL5145,INV82524,C38983,2024-07-17,277.11,Recovered
COL5146,INV61385,C39859,2024-07-03,812.09,Recovered
COL5147,INV6151,C4067,2024-07-05,179.4,Recovered
COL5148,INV64670,C5690,2024-07-08,3692.39,Recovered
COL5149,INV10317,C6838,2024-06-27,882.4,Recovered
COL5150,INV66132,C8272,2024-06-24,8725.06,Recovered
COL5151,INV14531,C9512,2024-07-12,446.26,Recovered
COL5152,INV15251,C10022,2024-07-13,0.0,Unrecovered
COL5153,INV67536,C11050,2024-07-11,184.49,Recovered
COL5154,INV68162,C11919,2024-07-14,609.29,Recovered
COL5155,INV21377,C13893,2024-07-02,0.0,Unrecovered
COL5156,INV21939,C14288,2024-07-03,457.83,Recovered
COL5157,INV26262,C17005,2024-07-05,367.54,Recovered
COL5158,INV27851,C18040,2024-06-30,370.77,Recovered
COL5159,INV31080,C19915,2024-07-07,0.0,Unrecovered
COL5160,INV32128,C20627,2024-06-25,247.1,Recovered
COL5161,INV73525,C21712,2024-06-29,0.0,Unrecovered
COL5162,INV73646,C21952,2024-07-07,5075.79,Recovered
COL5163,INV36230,C23212,2024-07-05,221.23,Recovered
COL5164,INV36692,C23511,2024-06-23,0.0,Unrecovered
COL5165,INV44585,C28674,2024-07-10,200.59,Recovered
COL5166,INV46918,C30236,2024-07-12,0.0,Unrecovered
COL5167,INV47423,C30568,2024-07-05,0.0,Unrecovered
COL5168,INV49969,C32159,2024-07-12,321.77,Recovered
COL5169,INV51989,C33447,2024-07-03,359.35,Recovered
COL5170,INV56657,C36717,2024-06-28,646.99,Recovered
COL5171,INV56735,C36763,2024-07-08,0.0,Unrecovered
COL5172,INV81528,C37201,2024-07-04,768.41,Recovered
COL5173,INV82620,C39231,2024-07-05,987.28,Recovered
COL5174,INV7901,C5206,2024-07-06,42.7,Recovered
COL5175,INV64466,C5460,2024-07-06,128.88,Recovered
COL5176,INV14992,C9797,2024-07-10,178.01,Recovered
COL5177,INV17906,C11579,2024-07-19,0.0,Unrecovered
COL5178,INV1979,C1296,2024-07-14,301.29,Recovered
COL5179,INV22536,C14620,2024-07-11,77.43,Recovered
COL5180,INV24197,C15586,2024-07-10,0.0,Unrecovered
COL5181,INV27577,C17914,2024-07-02,0.0,Unrecovered
COL5182,INV28001,C18134,2024-07-19,270.12,Recovered
COL5183,INV62725,C2290,2024-07-08,342.4,Recovered
COL5184,INV39710,C25389,2024-07-10,171.48,Recovered
COL5185,INV43367,C27912,2024-07-01,0.0,Unrecovered
COL5186,INV78156,C30569,2024-07-17,0.0,Unrecovered
COL5187,INV4810,C3142,2024-07-06,148.05,Recovered
COL5188,INV49565,C31924,2024-07-09,250.71,Recovered
COL5189,INV49784,C32029,2024-07-08,0.0,Unrecovered
COL5190,INV54092,C34956,2024-07-08,548.23,Recovered
COL5191,INV54958,C35523,2024-07-13,0.0,Unrecovered
COL5192,INV60776,C39504,2024-06-24,632.63,Recovered
COL5193,INV64584,C5585,2024-07-08,644.07,Recovered
COL5194,INV8796,C5766,2024-07-13,0.0,Unrecovered
COL5195,INV11727,C7683,2024-07-06,0.0,Unrecovered
COL5196,INV14085,C9294,2024-07-08,0.0,Unrecovered
COL5197,INV14123,C9315,2024-07-22,229.47,Recovered
COL5198,INV17359,C11315,2024-07-13,130.06,Recovered
COL5199,INV18808,C12162,2024-07-15,0.0,Unrecovered
COL5200,INV70428,C15863,2024-07-11,259.92,Recovered
COL5201,INV25931,C16745,2024-07-13,0.0,Unrecovered
COL5202,INV32537,C20870,2024-07-06,564.23,Recovered
COL5203,INV3577,C2304,2024-07-08,0.0,Unrecovered
COL5204,INV38276,C24487,2024-07-14,0.0,Unrecovered
COL5205,INV62964,C2726,2024-06-29,9918.53,Recovered
COL5206,INV4316,C2789,2024-07-15,193.32,Recovered
COL5207,INV76790,C27993,2024-06-28,0.0,Unrecovered
COL5208,INV46786,C30154,2024-07-19,314.47,Recovered
COL5209,INV52975,C34146,2024-07-16,426.46,Recovered
COL5210,INV53594,C34528,2024-07-11,157.64,Recovered
COL5211,INV53861,C34758,2024-07-14,396.09,Recovered
COL5212,INV55241,C35808,2024-07-22,243.97,Recovered
COL5213,INV56507,C36632,2024-07-08,191.38,Recovered
COL5214,INV57089,C37062,2024-07-10,0.0,Unrecovered
COL5215,INV57921,C37589,2024-07-12,230.46,Recovered
COL5216,INV57996,C37623,2024-07-08,183.95,Recovered
COL5217,INV59693,C38674,2024-07-08,0.0,Unrecovered
COL5218,INV9112,C5968,2024-07-03,898.6,Recovered
COL5219,INV9210,C6023,2024-07-18,665.51,Recovered
COL5220,INV9890,C6508,2024-07-03,325.14,Recovered
COL5221,INV10123,C6687,2024-06-28,0.0,Unrecovered
COL5222,INV10545,C6963,2024-07-28,0.0,Unrecovered
COL5223,INV12621,C8266,2024-06-25,0.0,Unrecovered
COL5224,INV61980,C901,2024-07-10,0.0,Unrecovered
COL5225,INV19439,C12607,2024-07-26,0.0,Unrecovered
COL5226,INV22034,C14369,2024-07-22,348.37,Recovered
COL5227,INV22428,C14562,2024-07-09,128.08,Recovered
COL5228,INV30285,C19383,2024-07-01,916.38,Recovered
COL5229,INV35606,C22868,2024-07-19,0.0,Unrecovered
COL5230,INV75182,C24658,2024-07-08,7965.59,Recovered
COL5231,INV39619,C25279,2024-07-09,0.0,Unrecovered
COL5232,INV40579,C25941,2024-07-02,238.85,Recovered
COL5233,INV41043,C26284,2024-07-10,0.0,Unrecovered
COL5234,INV41389,C26510,2024-07-01,0.0,Unrecovered
COL5235,INV4298,C2772,2024-07-10,272.92,Recovered
COL5236,INV46714,C30107,2024-06-27,559.42,Recovered
COL5237,INV51917,C33400,2024-06-27,237.46,Recovered
COL5238,INV58437,C37898,2024-07-18,211.18,Recovered
COL5239,INV58893,C38212,2024-07-22,381.0,Recovered
COL5240,INV6906,C4545,2024-07-20,170.33,Recovered
COL5241,INV7508,C4976,2024-07-17,0.0,Unrecovered
COL5242,INV7859,C5186,2024-07-03,0.0,Unrecovered
COL5243,INV9765,C6400,2024-07-15,0.0,Unrecovered
COL5244,INV12095,C7942,2024-07-18,130.23,Recovered
COL5245,INV12524,C8215,2024-07-20,0.0,Unrecovered
COL5246,INV66157,C8312,2024-06-28,0.0,Unrecovered
COL5247,INV66278,C8581,2024-07-14,0.0,Unrecovered
COL5248,INV14267,C9398,2024-07-09,0.0,Unrecovered
COL5249,INV14640,C9586,2024-07-21,0.0,Unrecovered
COL5250,INV16358,C10689,2024-07-06,0.0,Unrecovered
COL5251,INV18135,C11680,2024-07-14,548.05,Recovered
COL5252,INV18976,C12240,2024-07-09,829.59,Recovered
COL5253,INV68808,C13175,2024-07-16,205.34,Recovered
COL5254,INV27196,C17630,2024-07-17,146.23,Recovered
COL5255,INV31069,C19914,2024-07-17,312.16,Recovered
COL5256,INV72819,C20430,2024-07-10,0.0,Unrecovered
COL5257,INV32988,C21171,2024-07-21,0.0,Unrecovered
COL5258,INV36782,C23558,2024-07-06,384.31,Recovered
COL5259,INV39519,C25224,2024-07-19,334.01,Recovered
COL5260,INV77102,C28738,2024-07-18,245.81,Recovered
COL5261,INV45768,C29525,2024-07-17,450.14,Recovered
COL5262,INV48458,C31296,2024-07-11,176.88,Recovered
COL5263,INV49866,C32089,2024-06-27,273.39,Recovered
COL5264,INV50547,C32547,2024-07-22,0.0,Unrecovered
COL5265,INV5057,C3324,2024-07-26,0.0,Unrecovered
COL5266,INV51929,C33402,2024-07-16,101.01,Recovered
COL5267,INV53783,C34709,2024-07-17,94.6,Recovered
COL5268,INV60260,C39129,2024-07-11,0.0,Unrecovered
COL5269,INV60445,C39290,2024-06-29,635.79,Recovered
COL5270,INV61190,C39699,2024-07-17,0.0,Unrecovered
COL5271,INV6722,C4426,2024-07-06,210.02,Recovered
COL5272,INV65100,C6506,2024-07-23,224.36,Recovered
COL5273,INV11119,C7341,2024-07-20,0.0,Unrecovered
COL5274,INV12294,C8111,2024-07-16,0.0,Unrecovered
COL5275,INV13650,C8989,2024-07-06,0.0,Unrecovered
COL5276,INV14252,C9395,2024-07-08,106.68,Recovered
COL5277,INV15200,C9985,2024-07-14,0.0,Unrecovered
COL5278,INV16004,C10472,2024-07-11,234.26,Recovered
COL5279,INV1745,C1156,2024-07-11,135.23,Recovered
COL5280,INV18612,C11991,2024-07-25,646.72,Recovered
COL5281,INV25278,C16302,2024-07-26,71.58,Recovered
COL5282,INV25453,C16426,2024-07-12,199.94,Recovered
COL5283,INV27283,C17691,2024-07-11,0.0,Unrecovered
COL5284,INV35145,C22543,2024-07-21,163.4,Recovered
COL5285,INV36582,C23447,2024-07-13,310.71,Recovered
COL5286,INV37618,C24121,2024-07-08,818.65,Recovered
COL5287,INV40037,C25607,2024-07-09,308.52,Recovered
COL5288,INV40856,C26183,2024-07-10,0.0,Unrecovered
COL5289,INV76802,C28040,2024-07-18,3126.48,Recovered
COL5290,INV45437,C29258,2024-07-07,307.79,Recovered
COL5291,INV45606,C29398,2024-07-20,0.0,Unrecovered
COL5292,INV48081,C31074,2024-06-29,332.24,Recovered
COL5293,INV49015,C31653,2024-07-01,0.0,Unrecovered
COL5294,INV50496,C32514,2024-07-20,220.74,Recovered
COL5295,INV54202,C35003,2024-07-11,293.81,Recovered
COL5296,INV57325,C37231,2024-06-30,237.88,Recovered
COL5297,INV57728,C37480,2024-07-06,626.01,Recovered
COL5298,INV59217,C38406,2024-07-12,253.64,Recovered
COL5299,INV59332,C38482,2024-07-15,112.66,Recovered
COL5300,INV61153,C39684,2024-07-20,175.59,Recovered
COL5301,INV7959,C5238,2024-07-17,362.09,Recovered
COL5302,INV8352,C5457,2024-07-08,147.58,Recovered
COL5303,INV10066,C6628,2024-07-16,0.0,Unrecovered
COL5304,INV11767,C7692,2024-06-29,889.41,Recovered
COL5305,INV66216,C8476,2024-07-07,868.1,Recovered
COL5306,INV20816,C13576,2024-07-21,383.13,Recovered
COL5307,INV21158,C13788,2024-07-10,769.81,Recovered
COL5308,INV22797,C14761,2024-07-16,84.37,Recovered
COL5309,INV24694,C15944,2024-07-08,0.0,Unrecovered
COL5310,INV30852,C19799,2024-07-21,0.0,Unrecovered
COL5311,INV37888,C24275,2024-07-01,651.78,Recovered
COL5312,INV39197,C25051,2024-07-17,438.04,Recovered
COL5313,INV39210,C25055,2024-07-01,280.95,Recovered
COL5314,INV39768,C25421,2024-07-09,420.02,Recovered
COL5315,INV41162,C26364,2024-07-15,0.0,Unrecovered
COL5316,INV77281,C28990,2024-07-13,145.71,Recovered
COL5317,INV45935,C29594,2024-07-07,396.8,Recovered
COL5318,INV47619,C30688,2024-06-29,785.7,Recovered
COL5319,INV47909,C30923,2024-07-06,0.0,Unrecovered
COL5320,INV494,C359,2024-07-07,222.97,Recovered
COL5321,INV56605,C36686,2024-07-01,343.97,Recovered
COL5322,INV82080,C38186,2024-07-15,0.0,Unrecovered
COL5323,INV82189,C38425,2024-07-19,380.9,Recovered
COL5324,INV59787,C38768,2024-06-30,624.55,Recovered
COL5325,INV61051,C39618,2024-07-06,295.09,Recovered
COL5326,INV8808,C5770,2024-06-30,794.19,Recovered
COL5327,INV10862,C7175,2024-07-16,0.0,Unrecovered
COL5328,INV11014,C7287,2024-07-18,252.01,Recovered
COL5329,INV65763,C7569,2024-07-19,0.0,Unrecovered
COL5330,INV1113,C772,2024-07-06,0.0,Unrecovered
COL5331,INV66804,C9537,2024-07-10,0.0,Unrecovered
COL5332,INV15370,C10093,2024-07-19,228.0,Recovered
COL5333,INV15549,C10207,2024-07-26,434.37,Recovered
COL5334,INV17841,C11554,2024-07-13,0.0,Unrecovered
COL5335,INV19898,C12951,2024-07-16,160.08,Recovered
COL5336,INV20111,C13106,2024-07-08,251.01,Recovered
COL5337,INV20742,C13516,2024-07-15,334.14,Recovered
COL5338,INV69230,C13984,2024-07-24,0.0,Unrecovered
COL5339,INV22404,C14553,2024-07-20,306.33,Recovered
COL5340,INV24420,C15770,2024-07-27,123.05,Recovered
COL5341,INV27308,C17701,2024-07-02,286.9,Recovered
COL5342,INV31217,C20004,2024-07-05,531.12,Recovered
COL5343,INV34117,C21914,2024-07-13,0.0,Unrecovered
COL5344,INV35256,C22618,2024-07-09,0.0,Unrecovered
COL5345,INV41174,C26369,2024-07-17,0.0,Unrecovered
COL5346,INV41904,C26882,2024-07-22,0.0,Unrecovered
COL5347,INV41948,C26897,2024-07-25,0.0,Unrecovered
COL5348,INV42104,C27073,2024-07-21,0.0,Unrecovered
COL5349,INV42400,C27278,2024-07-22,0.0,Unrecovered
COL5350,INV76646,C27746,2024-07-01,5658.73,Recovered
COL5351,INV44120,C28417,2024-07-19,121.08,Recovered
COL5352,INV44342,C28526,2024-07-20,243.92,Recovered
COL5353,INV77270,C28984,2024-07-15,2373.87,Recovered
COL5354,INV78516,C31116,2024-07-13,0.0,Unrecovered
COL5355,INV48321,C31216,2024-07-09,233.53,Recovered
COL5356,INV48356,C31228,2024-07-21,107.87,Recovered
COL5357,INV79286,C32204,2024-07-05,0.0,Unrecovered
COL5358,INV53457,C34436,2024-07-10,658.88,Recovered
COL5359,INV53839,C34750,2024-07-19,0.0,Unrecovered
COL5360,INV80316,C34791,2024-07-12,0.0,Unrecovered
COL5361,INV63481,C3648,2024-07-14,0.0,Unrecovered
COL5362,INV57380,C37267,2024-07-19,394.85,Recovered
COL5363,INV59284,C38451,2024-07-24,220.08,Recovered
COL5364,INV6581,C4321,2024-07-15,169.38,Recovered
COL5365,INV10701,C7075,2024-08-02,154.94,Recovered
COL5366,INV10961,C7236,2024-07-07,0.0,Unrecovered
COL5367,INV16034,C10502,2024-07-03,337.04,Recovered
COL5368,INV67849,C11540,2024-07-09,758.27,Recovered
COL5369,INV19514,C12658,2024-07-18,372.49,Recovered
COL5370,INV22240,C14459,2024-07-09,975.46,Recovered
COL5371,INV70189,C15444,2024-07-02,738.53,Recovered
COL5372,INV25587,C16517,2024-07-01,214.0,Recovered
COL5373,INV27203,C17641,2024-07-21,0.0,Unrecovered
COL5374,INV29485,C18900,2024-07-21,133.44,Recovered
COL5375,INV30122,C19290,2024-07-09,841.09,Recovered
COL5376,INV31148,C19939,2024-07-07,347.69,Recovered
COL5377,INV31162,C19945,2024-07-21,253.16,Recovered
COL5378,INV62606,C2103,2024-07-07,135.82,Recovered
COL5379,INV34829,C22347,2024-07-09,681.41,Recovered
COL5380,INV36973,C23675,2024-07-16,0.0,Unrecovered
COL5381,INV40591,C25942,2024-07-24,75.68,Recovered
COL5382,INV41440,C26538,2024-07-03,853.07,Recovered
COL5383,INV46215,C29795,2024-07-16,279.21,Recovered
COL5384,INV78205,C30629,2024-07-24,225.15,Recovered
COL5385,INV50903,C32753,2024-07-15,120.61,Recovered
COL5386,INV51313,C33016,2024-07-15,0.0,Unrecovered
COL5387,INV52832,C34041,2024-07-11,0.0,Unrecovered
COL5388,INV57755,C37489,2024-07-23,132.58,Recovered
COL5389,INV575,C427,2024-07-10,0.0,Unrecovered
COL5390,INV7922,C5214,2024-07-08,592.41,Recovered
COL5391,INV67346,C10638,2024-07-21,476.94,Recovered
COL5392,INV17681,C11485,2024-07-07,0.0,Unrecovered
COL5393,INV18093,C11651,2024-07-13,291.91,Recovered
COL5394,INV19655,C12730,2024-08-02,0.0,Unrecovered
COL5395,INV62256,C1370,2024-07-15,8722.94,Recovered
COL5396,INV2324,C1466,2024-07-14,0.0,Unrecovered
COL5397,INV22955,C14843,2024-07-07,265.41,Recovered
COL5398,INV69877,C15054,2024-07-21,0.0,Unrecovered
COL5399,INV70021,C15232,2024-08-01,0.0,Unrecovered
COL5400,INV70035,C15257,2024-07-20,0.0,Unrecovered
COL5401,INV24969,C16132,2024-07-26,203.69,Recovered
COL5402,INV71174,C17616,2024-07-17,599.47,Recovered
COL5403,INV30021,C19237,2024-07-07,0.0,Unrecovered
COL5404,INV37190,C23839,2024-07-26,0.0,Unrecovered
COL5405,INV41282,C26447,2024-07-08,700.04,Recovered
COL5406,INV43068,C27695,2024-07-29,0.0,Unrecovered
COL5407,INV43440,C27945,2024-07-08,862.4,Recovered
COL5408,INV44159,C28426,2024-07-27,0.0,Unrecovered
COL5409,INV49957,C32156,2024-07-26,0.0,Unrecovered
COL5410,INV54246,C35030,2024-07-27,193.03,Recovered
COL5411,INV80642,C35416,2024-07-18,421.74,Recovered
COL5412,INV63469,C3620,2024-07-09,601.81,Recovered
COL5413,INV59191,C38387,2024-07-28,176.92,Recovered
COL5414,INV6801,C4492,2024-07-10,0.0,Unrecovered
COL5415,INV7307,C4779,2024-07-26,0.0,Unrecovered
COL5416,INV7679,C5071,2024-07-26,68.34,Recovered
COL5417,INV8247,C5383,2024-07-13,799.45,Recovered
COL5418,INV17564,C11413,2024-07-31,340.84,Recovered
COL5419,INV19103,C12340,2024-08-02,404.62,Recovered
COL5420,INV62209,C1283,2024-07-24,0.0,Unrecovered
COL5421,INV2018,C1314,2024-07-27,0.0,Unrecovered
COL5422,INV20222,C13164,2024-07-15,218.83,Recovered
COL5423,INV21310,C13866,2024-07-14,558.84,Recovered
COL5424,INV21541,C14020,2024-07-05,283.95,Recovered
COL5425,INV22727,C14709,2024-07-16,759.24,Recovered
COL5426,INV27843,C18037,2024-07-30,337.53,Recovered
COL5427,INV34087,C21896,2024-07-13,609.78,Recovered
COL5428,INV35593,C22864,2024-07-10,0.0,Unrecovered
COL5429,INV44209,C28455,2024-08-02,0.0,Unrecovered
COL5430,INV44767,C28803,2024-07-09,0.0,Unrecovered
COL5431,INV45134,C29037,2024-07-28,0.0,Unrecovered
COL5432,INV79236,C32117,2024-07-22,4065.72,Recovered
COL5433,INV50436,C32491,2024-07-25,371.58,Recovered
COL5434,INV80666,C35462,2024-07-27,0.0,Unrecovered
COL5435,INV56813,C36853,2024-07-25,0.0,Unrecovered
COL5436,INV60214,C39105,2024-07-30,0.0,Unrecovered
COL5437,INV743,C533,2024-07-15,0.0,Unrecovered
COL5438,INV8871,C5792,2024-07-17,0.0,Unrecovered
COL5439,INV12044,C7923,2024-07-24,0.0,Unrecovered
COL5440,INV13485,C8862,2024-07-24,169.93,Recovered
COL5441,INV15055,C9861,2024-07-17,394.25,Recovered
COL5442,INV15404,C10110,2024-07-15,0.0,Unrecovered
COL5443,INV17835,C11553,2024-07-16,0.0,Unrecovered
COL5444,INV20569,C13411,2024-07-13,89.19,Recovered
COL5445,INV21821,C14197,2024-07-26,208.58,Recovered
COL5446,INV69421,C14298,2024-07-28,0.0,Unrecovered
COL5447,INV24288,C15657,2024-07-13,0.0,Unrecovered
COL5448,INV28326,C18301,2024-07-20,77.26,Recovered
COL5449,INV73178,C20975,2024-08-06,6483.3,Recovered
COL5450,INV340,C251,2024-07-22,263.47,Recovered
COL5451,INV40563,C25929,2024-07-23,261.04,Recovered
COL5452,INV40976,C26249,2024-07-24,95.09,Recovered
COL5453,INV4094,C2645,2024-07-24,128.85,Recovered
COL5454,INV41960,C26898,2024-07-23,156.29,Recovered
COL5455,INV44401,C28560,2024-07-26,0.0,Unrecovered
COL5456,INV46248,C29803,2024-07-20,143.21,Recovered
COL5457,INV49747,C32025,2024-07-10,863.58,Recovered
COL5458,INV56459,C36608,2024-07-12,0.0,Unrecovered
COL5459,INV57345,C37237,2024-07-28,0.0,Unrecovered
COL5460,INV58978,C38253,2024-07-22,111.66,Recovered
COL5461,INV61396,C39862,2024-07-17,0.0,Unrecovered
COL5462,INV7065,C4644,2024-07-30,144.08,Recovered
COL5463,INV8065,C5311,2024-07-26,183.64,Recovered
COL5464,INV10453,C6919,2024-07-25,0.0,Unrecovered
COL5465,INV13722,C9048,2024-07-21,165.05,Recovered
COL5466,INV14503,C9497,2024-07-21,0.0,Unrecovered
COL5467,INV17384,C11322,2024-07-18,148.81,Recovered
COL5468,INV2280,C1436,2024-07-24,0.0,Unrecovered
COL5469,INV22675,C14688,2024-07-17,225.18,Recovered
COL5470,INV23490,C15166,2024-07-20,199.47,Recovered
COL5471,INV25441,C16419,2024-07-20,48.78,Recovered
COL5472,INV25501,C16469,2024-07-30,0.0,Unrecovered
COL5473,INV2875,C1836,2024-07-25,175.6,Recovered
COL5474,INV35934,C23030,2024-07-28,0.0,Unrecovered
COL5475,INV38702,C24752,2024-07-17,0.0,Unrecovered
COL5476,INV363,C254,2024-07-21,57.99,Recovered
COL5477,INV43810,C28176,2024-07-30,121.33,Recovered
COL5478,INV45117,C29025,2024-07-13,273.09,Recovered
COL5479,INV45515,C29298,2024-07-16,875.76,Recovered
COL5480,INV47681,C30748,2024-07-16,0.0,Unrecovered
COL5481,INV49941,C32134,2024-07-19,582.38,Recovered
COL5482,INV50607,C32573,2024-07-21,0.0,Unrecovered
COL5483,INV51288,C33009,2024-07-13,0.0,Unrecovered
COL5484,INV54314,C35091,2024-07-25,0.0,Unrecovered
COL5485,INV54586,C35244,2024-07-06,0.0,Unrecovered
COL5486,INV6458,C4283,2024-07-15,362.49,Recovered
COL5487,INV6483,C4290,2024-07-28,0.0,Unrecovered
COL5488,INV600,C457,2024-07-23,0.0,Unrecovered
COL5489,INV7031,C4634,2024-07-09,383.68,Recovered
COL5490,INV7293,C4756,2024-07-17,0.0,Unrecovered
COL5491,INV7799,C5155,2024-07-10,356.07,Recovered
COL5492,INV61767,C551,2024-07-30,152.28,Recovered
COL5493,INV64741,C5908,2024-07-14,6837.4,Recovered
COL5494,INV10886,C7197,2024-07-25,105.64,Recovered
COL5495,INV13096,C8610,2024-07-26,391.75,Recovered
COL5496,INV66663,C9351,2024-07-14,0.0,Unrecovered
COL5497,INV17814,C11546,2024-07-29,544.88,Recovered
COL5498,INV68090,C11787,2024-07-29,6321.94,Recovered
COL5499,INV18360,C11851,2024-07-27,264.67,Recovered
COL5500,INV18691,C12044,2024-07-24,0.0,Unrecovered
COL5501,INV24923,C16111,2024-07-10,357.9,Recovered
COL5502,INV30231,C19349,2024-07-30,131.95,Recovered
COL5503,INV35087,C22517,2024-07-26,51.42,Recovered
COL5504,INV3648,C2355,2024-07-11,976.09,Recovered
COL5505,INV38099,C24405,2024-07-18,153.0,Recovered
COL5506,INV41827,C26842,2024-08-02,0.0,Unrecovered
COL5507,INV44612,C28692,2024-07-09,0.0,Unrecovered
COL5508,INV46361,C29868,2024-07-25,0.0,Unrecovered
COL5509,INV47512,C30613,2024-07-11,0.0,Unrecovered
COL5510,INV5068,C3326,2024-07-27,210.94,Recovered
COL5511,INV53890,C34789,2024-07-21,0.0,Unrecovered
COL5512,INV63553,C3734,2024-08-04,0.0,Unrecovered
COL5513,INV59978,C38932,2024-07-31,0.0,Unrecovered
COL5514,INV7696,C5079,2024-07-19,0.0,Unrecovered
COL5515,INV9003,C5875,2024-07-23,77.58,Recovered
COL5516,INV65329,C6913,2024-07-14,0.0,Unrecovered
COL5517,INV65520,C7180,2024-07-31,153.82,Recovered
COL5518,INV11915,C7814,2024-07-17,48.67,Recovered
COL5519,INV12724,C8344,2024-07-26,0.0,Unrecovered
COL5520,INV17277,C11261,2024-07-27,400.17,Recovered
COL5521,INV2072,C1331,2024-07-29,0.0,Unrecovered
COL5522,INV20646,C13476,2024-07-17,0.0,Unrecovered
COL5523,INV21476,C13949,2024-07-14,203.7,Recovered
COL5524,INV22468,C14581,2024-07-20,229.18,Recovered
COL5525,INV25026,C16185,2024-07-16,906.12,Recovered
COL5526,INV25312,C16332,2024-07-30,0.0,Unrecovered
COL5527,INV27892,C18071,2024-07-14,0.0,Unrecovered
COL5528,INV31624,C20319,2024-07-21,0.0,Unrecovered
COL5529,INV33423,C21415,2024-07-10,207.52,Recovered
COL5530,INV4014,C2595,2024-07-13,209.71,Recovered
COL5531,INV41049,C26287,2024-07-18,939.88,Recovered
COL5532,INV43101,C27716,2024-07-24,332.03,Recovered
COL5533,INV45779,C29529,2024-07-14,175.74,Recovered
COL5534,INV45793,C29534,2024-07-13,984.02,Recovered
COL5535,INV46108,C29726,2024-08-04,135.76,Recovered
COL5536,INV46929,C30238,2024-07-17,349.88,Recovered
COL5537,INV47627,C30690,2024-07-15,0.0,Unrecovered
COL5538,INV47781,C30793,2024-07-16,941.04,Recovered
COL5539,INV79094,C31900,2024-07-22,411.37,Recovered
COL5540,INV51363,C33039,2024-08-08,352.69,Recovered
COL5541,INV5436,C3576,2024-08-09,0.0,Unrecovered
COL5542,INV56343,C36529,2024-07-07,0.0,Unrecovered
COL5543,INV57127,C37092,2024-07-30,177.25,Recovered
COL5544,INV57502,C37327,2024-07-17,437.23,Recovered
COL5545,INV59966,C38931,2024-08-01,0.0,Unrecovered
COL5546,INV60226,C39111,2024-07-29,166.04,Recovered
COL5547,INV82656,C39326,2024-07-20,0.0,Unrecovered
COL5548,INV8184,C5366,2024-07-19,318.85,Recovered
COL5549,INV13498,C8864,2024-07-13,0.0,Unrecovered
COL5550,INV18213,C11762,2024-07-12,0.0,Unrecovered
COL5551,INV18520,C11947,2024-07-25,328.6,Recovered
COL5552,INV19122,C12346,2024-07-12,212.95,Recovered
COL5553,INV68713,C12988,2024-07-18,988.77,Recovered
COL5554,INV23810,C15356,2024-07-15,0.0,Unrecovered
COL5555,INV27494,C17852,2024-08-05,0.0,Unrecovered
COL5556,INV2916,C1864,2024-07-28,336.84,Recovered
COL5557,INV2930,C1866,2024-07-21,543.76,Recovered
COL5558,INV32658,C20942,2024-07-14,172.03,Recovered
COL5559,INV3345,C2153,2024-07-20,202.69,Recovered
COL5560,INV33867,C21731,2024-08-03,222.44,Recovered
COL5561,INV74476,C23534,2024-07-19,0.0,Unrecovered
COL5562,INV74871,C24190,2024-07-20,0.0,Unrecovered
COL5563,INV38068,C24384,2024-07-23,0.0,Unrecovered
COL5564,INV40474,C25893,2024-07-30,154.29,Recovered
COL5565,INV4272,C2765,2024-07-08,240.27,Recovered
COL5566,INV43576,C28026,2024-08-02,167.08,Recovered
COL5567,INV4410,C2857,2024-07-28,0.0,Unrecovered
COL5568,INV45806,C29537,2024-07-24,0.0,Unrecovered
COL5569,INV437,C302,2024-07-19,0.0,Unrecovered
