subscription_id,event_type,month,plan_id,start_month,end_month
S3273,cancel,8.0,,,
S3274,pause,,,6.0,7.0
S3280,pause,,,6.0,7.0
S3283,pause,,,7.0,8.0
S3285,downgrade,5.0,BM,,
S3285,cancel,5.0,,,
S3287,downgrade,8.0,BM,,
S3289,pause,,,6.0,8.0
S3289,cancel,11.0,,,
S3293,downgrade,8.0,BM,,
S3294,downgrade,3.0,BM,,
S3295,pause,,,3.0,5.0
S3295,cancel,8.0,,,
S3299,pause,,,6.0,8.0
S3301,downgrade,5.0,BM,,
S3304,cancel,10.0,,,
S3309,pause,,,4.0,6.0
S3312,downgrade,8.0,BM,,
S3312,pause,,,5.0,6.0
S3318,downgrade,6.0,BM,,
S3319,downgrade,5.0,BM,,
S3320,pause,,,4.0,5.0
S3322,cancel,8.0,,,
S3323,downgrade,4.0,BM,,
S3324,cancel,7.0,,,
S3325,downgrade,6.0,BM,,
S3326,downgrade,9.0,BM,,
S3327,downgrade,4.0,BM,,
S3327,cancel,7.0,,,
S3328,cancel,10.0,,,
S3332,downgrade,3.0,BM,,
S3332,pause,,,5.0,6.0
S3335,downgrade,7.0,BM,,
S3336,pause,,,4.0,6.0
S3338,downgrade,9.0,BM,,
S3339,downgrade,9.0,BM,,
S3339,pause,,,5.0,7.0
S3339,cancel,8.0,,,
S3340,pause,,,4.0,5.0
S3341,cancel,10.0,,,
S3347,downgrade,9.0,BM,,
S3348,cancel,5.0,,,
S3349,downgrade,7.0,BM,,
S3350,cancel,11.0,,,
S3351,downgrade,9.0,BM,,
S3356,pause,,,6.0,7.0
S3357,cancel,11.0,,,
S3362,pause,,,6.0,7.0
S3366,pause,,,3.0,5.0
S3367,downgrade,5.0,BM,,
S3367,cancel,8.0,,,
S3369,downgrade,9.0,BM,,
S3376,pause,,,7.0,9.0
S3377,pause,,,4.0,6.0
S3378,downgrade,8.0,BM,,
S3378,cancel,9.0,,,
S3380,pause,,,3.0,4.0
S3384,pause,,,3.0,5.0
S3389,cancel,5.0,,,
S3390,cancel,5.0,,,
S3396,cancel,11.0,,,
S3397,pause,,,7.0,8.0
S3397,cancel,9.0,,,
S3398,cancel,7.0,,,
S3401,downgrade,3.0,BM,,
S3401,pause,,,3.0,4.0
S3402,downgrade,5.0,BM,,
S3403,downgrade,8.0,BM,,
S3405,downgrade,3.0,BM,,
S3405,pause,,,4.0,6.0
S3412,pause,,,7.0,9.0
S3413,pause,,,6.0,8.0
S3415,downgrade,8.0,BM,,
S3416,pause,,,7.0,8.0
S3417,downgrade,9.0,BM,,
S3417,pause,,,4.0,5.0
S3418,cancel,9.0,,,
S3419,pause,,,3.0,4.0
S3420,downgrade,7.0,BM,,
S3422,downgrade,8.0,BM,,
S3423,downgrade,7.0,BM,,
S3428,downgrade,5.0,BM,,
S3435,downgrade,6.0,BM,,
S3437,downgrade,5.0,BM,,
S3441,cancel,5.0,,,
S3445,downgrade,5.0,BM,,
S3445,cancel,7.0,,,
S3446,pause,,,7.0,9.0
S3449,downgrade,4.0,BM,,
S3452,downgrade,3.0,BM,,
S3453,downgrade,8.0,BM,,
S3454,cancel,7.0,,,
S3455,pause,,,4.0,6.0
S3456,cancel,5.0,,,
S3460,downgrade,9.0,BM,,
S3460,cancel,10.0,,,
S3463,downgrade,5.0,BM,,
S3464,cancel,6.0,,,
S3465,pause,,,6.0,8.0
S3469,pause,,,5.0,7.0
S3470,downgrade,3.0,BM,,
S3470,pause,,,7.0,9.0
S3472,pause,,,3.0,4.0
S3474,pause,,,6.0,7.0
S3475,pause,,,7.0,8.0
S3479,pause,,,7.0,8.0
S3480,cancel,8.0,,,
S3481,downgrade,9.0,BM,,
S3484,downgrade,4.0,BM,,
S3484,pause,,,3.0,4.0
S3485,pause,,,7.0,8.0
S3488,pause,,,4.0,6.0
S3494,pause,,,3.0,4.0
S3499,downgrade,7.0,BM,,
S3507,downgrade,3.0,BM,,
S3509,downgrade,6.0,BM,,
S3511,downgrade,6.0,BM,,
S3511,cancel,8.0,,,
S3513,pause,,,4.0,6.0
S3513,cancel,5.0,,,
S3514,downgrade,6.0,BM,,
S3514,pause,,,5.0,7.0
S3516,downgrade,5.0,BM,,
S3516,pause,,,3.0,4.0
S3518,downgrade,8.0,BM,,
S3518,cancel,9.0,,,
S3519,pause,,,4.0,6.0
S3521,downgrade,7.0,BM,,
S3521,pause,,,4.0,6.0
S3522,downgrade,4.0,BM,,
S3523,cancel,5.0,,,
S3524,downgrade,5.0,BM,,
S3528,downgrade,3.0,BM,,
S3529,cancel,8.0,,,
S3531,cancel,6.0,,,
S3532,pause,,,7.0,8.0
S3537,pause,,,6.0,7.0
S3545,downgrade,4.0,BM,,
S3551,downgrade,7.0,BM,,
S3552,downgrade,9.0,BM,,
S3552,cancel,6.0,,,
S3554,pause,,,4.0,6.0
S3556,cancel,9.0,,,
S3560,pause,,,4.0,6.0
S3561,downgrade,8.0,BM,,
S3561,pause,,,7.0,9.0
S3561,cancel,8.0,,,
S3562,downgrade,3.0,BM,,
S3563,cancel,10.0,,,
S3564,pause,,,4.0,5.0
S3567,downgrade,6.0,BM,,
S3569,cancel,10.0,,,
S3575,cancel,10.0,,,
S3577,pause,,,3.0,5.0
S3581,cancel,8.0,,,
S3582,pause,,,7.0,9.0
S3586,downgrade,3.0,BM,,
S3592,pause,,,3.0,4.0
S3596,downgrade,9.0,BM,,
S3598,downgrade,7.0,BM,,
S3599,pause,,,5.0,6.0
S3600,cancel,10.0,,,
S3601,cancel,8.0,,,
S3604,pause,,,3.0,4.0
S3605,pause,,,4.0,5.0
S3606,cancel,11.0,,,
S3607,pause,,,6.0,7.0
S3608,downgrade,6.0,BM,,
S3611,pause,,,3.0,5.0
S3612,cancel,11.0,,,
S3617,cancel,6.0,,,
S3618,pause,,,3.0,4.0
S3620,pause,,,4.0,5.0
S3621,pause,,,7.0,9.0
S3626,pause,,,7.0,8.0
S3627,pause,,,6.0,8.0
S3630,cancel,10.0,,,
S3632,downgrade,9.0,BM,,
S3640,downgrade,8.0,BM,,
S3643,cancel,6.0,,,
S3646,pause,,,6.0,8.0
S3651,pause,,,3.0,4.0
S3653,downgrade,4.0,BM,,
S3655,cancel,6.0,,,
S3657,downgrade,4.0,BM,,
S3658,pause,,,4.0,6.0
S3659,downgrade,8.0,BM,,
S3659,cancel,5.0,,,
S3662,pause,,,3.0,4.0
S3663,downgrade,4.0,BM,,
S3665,downgrade,8.0,BM,,
S3666,pause,,,7.0,8.0
S3667,downgrade,9.0,BM,,
S3667,pause,,,3.0,4.0
S3671,downgrade,9.0,BM,,
S3672,downgrade,7.0,BM,,
S3680,downgrade,6.0,BM,,
S3686,downgrade,3.0,BM,,
S3687,pause,,,5.0,6.0
S3688,pause,,,3.0,4.0
S3691,pause,,,7.0,9.0
S3692,downgrade,7.0,BM,,
S3695,downgrade,6.0,BM,,
S3697,pause,,,3.0,4.0
S3700,downgrade,9.0,BM,,
S3701,pause,,,4.0,5.0
S3701,cancel,11.0,,,
S3706,pause,,,3.0,5.0
S3707,downgrade,6.0,BM,,
S3707,pause,,,5.0,7.0
S3711,downgrade,9.0,BM,,
S3712,pause,,,4.0,5.0
S3713,downgrade,8.0,BM,,
S3716,downgrade,9.0,BM,,
S3716,pause,,,3.0,4.0
S3716,cancel,11.0,,,
S3717,pause,,,6.0,8.0
S3721,pause,,,5.0,6.0
S3722,downgrade,9.0,BM,,
S3725,pause,,,3.0,5.0
S3731,downgrade,9.0,BM,,
S3733,downgrade,8.0,BM,,
S3734,cancel,10.0,,,
S3735,downgrade,7.0,BM,,
S3736,pause,,,6.0,7.0
S3737,downgrade,4.0,BM,,
S3737,pause,,,4.0,5.0
S3738,downgrade,4.0,BM,,
S3740,downgrade,5.0,BM,,
S3740,cancel,5.0,,,
S3741,downgrade,5.0,BM,,
S3741,pause,,,5.0,7.0
S3742,cancel,11.0,,,
S3746,pause,,,3.0,4.0
S3757,pause,,,7.0,9.0
S3758,pause,,,6.0,7.0
S3759,downgrade,4.0,BM,,
S3759,cancel,11.0,,,
S3760,downgrade,7.0,BM,,
S3760,cancel,8.0,,,
S3761,downgrade,6.0,BM,,
S3762,downgrade,9.0,BM,,
S3765,downgrade,7.0,BM,,
S3770,downgrade,5.0,BM,,
S3770,cancel,9.0,,,
S3773,downgrade,7.0,BM,,
S3773,pause,,,6.0,8.0
S3778,pause,,,5.0,6.0
S3779,downgrade,3.0,BM,,
S3779,cancel,9.0,,,
S3780,downgrade,6.0,BM,,
S3780,pause,,,4.0,6.0
S3787,downgrade,8.0,BM,,
S3790,pause,,,4.0,5.0
S3791,cancel,11.0,,,
S3792,pause,,,7.0,8.0
S3793,downgrade,5.0,BM,,
S3795,pause,,,3.0,5.0
S3796,downgrade,5.0,BM,,
S3797,cancel,9.0,,,
S3803,pause,,,5.0,7.0
S3808,downgrade,7.0,BM,,
S3813,pause,,,5.0,7.0
S3814,downgrade,7.0,BM,,
S3816,downgrade,3.0,BM,,
S3816,pause,,,5.0,7.0
S3818,downgrade,3.0,BM,,
S3819,downgrade,8.0,BM,,
S3822,cancel,5.0,,,
S3823,cancel,8.0,,,
S3831,downgrade,8.0,BM,,
S3832,downgrade,4.0,BM,,
S3832,cancel,6.0,,,
S3833,downgrade,9.0,BM,,
S3834,pause,,,6.0,8.0
S3834,cancel,10.0,,,
S3837,downgrade,8.0,BM,,
S3839,downgrade,8.0,BM,,
S3843,pause,,,5.0,6.0
S3846,downgrade,3.0,BM,,
S3849,pause,,,7.0,8.0
S3852,pause,,,4.0,6.0
S3854,cancel,5.0,,,
S3856,pause,,,6.0,7.0
S3858,pause,,,7.0,8.0
S3860,downgrade,5.0,BM,,
S3860,pause,,,4.0,6.0
S3865,cancel,9.0,,,
S3867,downgrade,6.0,BM,,
S3867,pause,,,3.0,4.0
S3868,pause,,,3.0,5.0
S3873,downgrade,7.0,BM,,
S3873,pause,,,6.0,7.0
S3875,cancel,6.0,,,
S3876,pause,,,5.0,7.0
S3876,cancel,11.0,,,
S3878,pause,,,3.0,4.0
S3884,downgrade,3.0,BM,,
S3884,cancel,9.0,,,
S3888,cancel,6.0,,,
S3890,downgrade,9.0,BM,,
S3892,pause,,,4.0,5.0
S3893,pause,,,6.0,8.0
S3894,downgrade,7.0,BM,,
S3895,downgrade,7.0,BM,,
S3895,pause,,,4.0,5.0
S3896,pause,,,3.0,4.0
S3896,cancel,11.0,,,
S3899,cancel,8.0,,,
S3900,downgrade,4.0,BM,,
S3903,downgrade,5.0,BM,,
S3904,downgrade,3.0,BM,,
S3911,cancel,5.0,,,
S3912,pause,,,7.0,8.0
S3915,pause,,,3.0,5.0
S3918,downgrade,7.0,BM,,
S3920,pause,,,4.0,6.0
S3924,pause,,,7.0,8.0
S3928,pause,,,3.0,5.0
S3928,cancel,9.0,,,
S3929,pause,,,5.0,6.0
S3930,downgrade,7.0,BM,,
S3930,pause,,,4.0,6.0
S3933,pause,,,7.0,9.0
S3934,pause,,,4.0,6.0
S3935,pause,,,7.0,9.0
S3936,downgrade,8.0,BM,,
S3937,cancel,9.0,,,
S3938,downgrade,4.0,BM,,
S3938,cancel,5.0,,,
S3939,downgrade,3.0,BM,,
S3941,downgrade,5.0,BM,,
S3942,downgrade,5.0,BM,,
S3946,downgrade,7.0,BM,,
S3947,downgrade,9.0,BM,,
S3949,pause,,,4.0,5.0
S3952,pause,,,4.0,5.0
S3953,cancel,11.0,,,
S3959,cancel,8.0,,,
S3960,pause,,,4.0,6.0
S3962,downgrade,7.0,BM,,
S3962,cancel,11.0,,,
S3965,pause,,,6.0,8.0
S3966,cancel,6.0,,,
S3969,downgrade,6.0,BM,,
S3970,pause,,,7.0,8.0
S3972,downgrade,8.0,BM,,
S3973,downgrade,6.0,BM,,
S3973,pause,,,6.0,8.0
S3979,downgrade,3.0,BM,,
S3981,pause,,,7.0,9.0
S3982,pause,,,5.0,7.0
S3985,pause,,,5.0,7.0
S3987,pause,,,5.0,7.0
S3988,pause,,,5.0,7.0
S3989,pause,,,6.0,7.0
S3990,downgrade,3.0,BM,,
S3990,cancel,5.0,,,
S3993,downgrade,9.0,BM,,
S3998,downgrade,5.0,BM,,
S3998,pause,,,7.0,9.0
S3999,pause,,,3.0,5.0
S4002,downgrade,7.0,BM,,
S4004,downgrade,7.0,BM,,
S4004,cancel,9.0,,,
S4005,downgrade,3.0,BM,,
S4006,pause,,,5.0,7.0
S4007,pause,,,3.0,5.0
S4011,downgrade,8.0,BM,,
S4011,pause,,,3.0,5.0
S4013,cancel,6.0,,,
S4016,cancel,7.0,,,
S4018,downgrade,5.0,BM,,
S4019,downgrade,7.0,BM,,
S4020,pause,,,3.0,4.0
S4020,cancel,7.0,,,
S4025,downgrade,4.0,BM,,
S4026,pause,,,3.0,5.0
S4031,pause,,,7.0,9.0
S4033,pause,,,4.0,6.0
S4034,downgrade,5.0,BM,,
S4035,pause,,,4.0,5.0
S4037,downgrade,3.0,BM,,
S4038,downgrade,4.0,BM,,
S4039,cancel,11.0,,,
S4040,downgrade,7.0,BM,,
S4045,downgrade,4.0,BM,,
S4046,pause,,,5.0,7.0
S4047,downgrade,6.0,BM,,
S4048,pause,,,6.0,7.0
S4049,downgrade,9.0,BM,,
S4053,pause,,,5.0,6.0
S4057,cancel,9.0,,,
S4058,downgrade,9.0,BM,,
S4058,pause,,,5.0,7.0
S4059,downgrade,3.0,BM,,
S4060,pause,,,5.0,6.0
S4062,cancel,9.0,,,
S4063,downgrade,3.0,BM,,
S4065,downgrade,3.0,BM,,
S4065,cancel,9.0,,,
S4067,downgrade,9.0,BM,,
S4068,downgrade,8.0,BM,,
S4071,downgrade,9.0,BM,,
S4072,pause,,,7.0,9.0
S4073,downgrade,6.0,BM,,
S4073,pause,,,4.0,5.0
S4074,downgrade,7.0,BM,,
S4078,downgrade,9.0,BM,,
S4080,pause,,,5.0,6.0
S4081,cancel,7.0,,,
S4082,pause,,,4.0,6.0
S4084,cancel,7.0,,,
S4085,downgrade,8.0,BM,,
S4087,pause,,,5.0,6.0
S4091,pause,,,7.0,9.0
S4097,cancel,9.0,,,
S4098,pause,,,5.0,7.0
S4099,downgrade,6.0,BM,,
S4100,downgrade,8.0,BM,,
S4100,pause,,,5.0,7.0
S4103,cancel,6.0,,,
S4106,pause,,,4.0,6.0
S4107,cancel,11.0,,,
S4110,pause,,,4.0,6.0
S4111,cancel,5.0,,,
S4113,downgrade,3.0,BM,,
S4116,pause,,,5.0,7.0
S4118,pause,,,7.0,9.0
S4121,cancel,9.0,,,
S4126,pause,,,7.0,9.0
S4128,downgrade,8.0,BM,,
S4130,downgrade,4.0,BM,,
S4130,pause,,,7.0,9.0
S4132,pause,,,7.0,9.0
S4134,downgrade,6.0,BM,,
S4134,cancel,10.0,,,
S4135,downgrade,5.0,BM,,
S4135,pause,,,5.0,7.0
S4136,downgrade,6.0,BM,,
S4136,pause,,,4.0,5.0
S4140,pause,,,4.0,5.0
S4141,downgrade,9.0,BM,,
S4141,pause,,,6.0,7.0
S4142,pause,,,7.0,9.0
S4144,downgrade,3.0,BM,,
S4144,pause,,,3.0,5.0
S4147,pause,,,4.0,6.0
S4148,pause,,,6.0,7.0
S4150,downgrade,3.0,BM,,
S4150,cancel,6.0,,,
S4151,pause,,,7.0,8.0
S4152,downgrade,8.0,BM,,
S4153,downgrade,9.0,BM,,
S4161,cancel,6.0,,,
S4164,downgrade,9.0,BM,,
S4165,pause,,,7.0,8.0
S4167,downgrade,5.0,BM,,
S4170,pause,,,7.0,9.0
S4171,cancel,6.0,,,
S4173,pause,,,4.0,5.0
S4174,downgrade,3.0,BM,,
S4175,pause,,,4.0,5.0
S4176,pause,,,5.0,7.0
S4176,cancel,9.0,,,
S4181,cancel,5.0,,,
S4183,pause,,,7.0,8.0
S4188,pause,,,7.0,9.0
S4190,downgrade,8.0,BM,,
S4190,cancel,5.0,,,
S4198,downgrade,5.0,BM,,
S4198,cancel,9.0,,,
S4202,pause,,,5.0,7.0
S4203,downgrade,6.0,BM,,
S4205,downgrade,9.0,BM,,
S4211,downgrade,5.0,BM,,
S4212,cancel,6.0,,,
S4213,downgrade,9.0,BM,,
S4216,downgrade,7.0,BM,,
S4216,cancel,7.0,,,
S4218,pause,,,5.0,6.0
S4219,downgrade,3.0,BM,,
S4221,cancel,8.0,,,
S4222,downgrade,8.0,BM,,
S4226,downgrade,9.0,BM,,
S4229,downgrade,4.0,BM,,
S4230,downgrade,6.0,BM,,
S4231,pause,,,7.0,8.0
S4232,downgrade,7.0,BM,,
S4233,pause,,,4.0,6.0
S4235,downgrade,9.0,BM,,
S4237,pause,,,6.0,8.0
S4238,downgrade,6.0,BM,,
S4238,pause,,,3.0,4.0
S4239,downgrade,8.0,BM,,
S4240,pause,,,7.0,9.0
S4241,pause,,,5.0,6.0
S4242,pause,,,4.0,5.0
S4244,cancel,10.0,,,
S4245,downgrade,9.0,BM,,
S4245,pause,,,6.0,8.0
S4246,cancel,11.0,,,
S4251,downgrade,4.0,BM,,
S4252,pause,,,3.0,5.0
S4257,cancel,10.0,,,
S4260,pause,,,5.0,6.0
S4261,pause,,,6.0,8.0
S4263,cancel,10.0,,,
S4264,pause,,,7.0,9.0
S4265,downgrade,4.0,BM,,
S4265,pause,,,6.0,8.0
S4266,cancel,7.0,,,
S4272,downgrade,9.0,BM,,
S4272,cancel,8.0,,,
S4282,pause,,,6.0,7.0
S4283,downgrade,6.0,BM,,
S4284,cancel,7.0,,,
S4285,downgrade,4.0,BM,,
S4285,pause,,,7.0,9.0
S4286,pause,,,4.0,5.0
S4288,pause,,,6.0,8.0
S4290,cancel,10.0,,,
S4292,pause,,,5.0,7.0
S4294,pause,,,5.0,7.0
S4296,cancel,9.0,,,
S4297,pause,,,5.0,6.0
S4300,downgrade,6.0,BM,,
S4300,pause,,,3.0,5.0
S4301,cancel,7.0,,,
S4306,pause,,,5.0,6.0
S4311,pause,,,5.0,6.0
S4318,downgrade,8.0,BM,,
S4318,pause,,,5.0,6.0
S4320,downgrade,4.0,BM,,
S4321,cancel,10.0,,,
S4325,cancel,11.0,,,
S4326,pause,,,4.0,5.0
S4332,downgrade,4.0,BM,,
S4336,downgrade,6.0,BM,,
S4336,pause,,,3.0,4.0
S4339,pause,,,5.0,6.0
S4340,pause,,,5.0,6.0
S4342,downgrade,4.0,BM,,
S4343,downgrade,9.0,BM,,
S4345,pause,,,3.0,4.0
S4347,cancel,8.0,,,
S4348,downgrade,6.0,BM,,
S4350,cancel,11.0,,,
S4352,downgrade,9.0,BM,,
S4354,downgrade,6.0,BM,,
S4354,pause,,,5.0,6.0
S4355,cancel,6.0,,,
S4360,pause,,,5.0,6.0
S4361,cancel,11.0,,,
S4365,downgrade,8.0,BM,,
S4366,downgrade,5.0,BM,,
S4367,downgrade,9.0,BM,,
S4369,cancel,11.0,,,
S4372,pause,,,3.0,5.0
S4378,downgrade,6.0,BM,,
S4380,downgrade,3.0,BM,,
S4380,pause,,,3.0,5.0
S4386,downgrade,9.0,BM,,
S4396,cancel,11.0,,,
S4398,pause,,,4.0,5.0
S4406,pause,,,6.0,8.0
S4410,downgrade,9.0,BM,,
S4411,cancel,6.0,,,
S4412,pause,,,4.0,6.0
S4413,downgrade,7.0,BM,,
S4414,downgrade,5.0,BM,,
S4419,pause,,,3.0,4.0
S4420,downgrade,8.0,BM,,
S4421,downgrade,5.0,BM,,
S4427,cancel,7.0,,,
S4428,downgrade,3.0,BM,,
S4429,pause,,,3.0,5.0
S4430,pause,,,5.0,6.0
S4431,pause,,,4.0,6.0
S4435,downgrade,3.0,BM,,
S4436,cancel,7.0,,,
S4437,downgrade,8.0,BM,,
S4440,cancel,5.0,,,
S4441,pause,,,3.0,4.0
S4442,downgrade,8.0,BM,,
S4443,cancel,5.0,,,
S4444,pause,,,5.0,7.0
S4444,cancel,8.0,,,
S4445,downgrade,8.0,BM,,
S4445,cancel,9.0,,,
S4447,downgrade,7.0,BM,,
S4452,pause,,,3.0,5.0
S4455,downgrade,8.0,BM,,
S4455,pause,,,3.0,4.0
S4460,downgrade,8.0,BM,,
S4462,pause,,,4.0,5.0
S4463,pause,,,6.0,8.0
S4469,downgrade,7.0,BM,,
S4471,cancel,10.0,,,
S4474,downgrade,3.0,BM,,
S4475,pause,,,6.0,7.0
S4478,downgrade,7.0,BM,,
S4478,pause,,,3.0,5.0
S4484,pause,,,4.0,5.0
S4487,downgrade,3.0,BM,,
S4494,pause,,,7.0,9.0
S4497,downgrade,8.0,BM,,
S4497,pause,,,3.0,4.0
S4498,pause,,,7.0,8.0
S4505,downgrade,9.0,BM,,
S4505,pause,,,6.0,7.0
S4506,pause,,,7.0,8.0
S4508,downgrade,5.0,BM,,
S4512,pause,,,3.0,4.0
S4513,pause,,,6.0,7.0
S4522,pause,,,6.0,7.0
S4523,pause,,,5.0,6.0
S4524,downgrade,4.0,BM,,
S4525,downgrade,6.0,BM,,
S4528,downgrade,3.0,BM,,
S4535,pause,,,6.0,8.0
S4536,downgrade,6.0,BM,,
S4539,downgrade,9.0,BM,,
S4539,pause,,,3.0,4.0
S4539,cancel,5.0,,,
S4540,cancel,10.0,,,
S4543,cancel,8.0,,,
S4549,downgrade,9.0,BM,,
S4550,downgrade,8.0,BM,,
S4550,pause,,,4.0,6.0
S4554,pause,,,7.0,8.0
S4555,downgrade,5.0,BM,,
S4557,downgrade,9.0,BM,,
S4561,pause,,,7.0,9.0
S4562,cancel,6.0,,,
S4564,downgrade,4.0,BM,,
S4566,pause,,,6.0,7.0
S4567,downgrade,9.0,BM,,
S4568,downgrade,3.0,BM,,
S4568,pause,,,4.0,6.0
S4569,pause,,,6.0,7.0
S4570,pause,,,5.0,6.0
S4571,cancel,6.0,,,
S4572,downgrade,6.0,BM,,
S4572,cancel,7.0,,,
S4573,pause,,,5.0,6.0
S4575,downgrade,6.0,BM,,
S4575,pause,,,5.0,7.0
S4576,downgrade,5.0,BM,,
S4576,cancel,11.0,,,
S4578,downgrade,3.0,BM,,
S4578,pause,,,6.0,8.0
S4579,downgrade,9.0,BM,,
S4581,pause,,,7.0,8.0
S4582,pause,,,7.0,8.0
S4586,downgrade,9.0,BM,,
S4586,pause,,,4.0,5.0
S4586,cancel,8.0,,,
S4588,downgrade,8.0,BM,,
S4588,pause,,,7.0,9.0
S4589,downgrade,6.0,BM,,
S4589,pause,,,5.0,6.0
S4591,pause,,,5.0,6.0
S4592,pause,,,7.0,8.0
S4594,pause,,,5.0,7.0
S4603,pause,,,7.0,9.0
S4607,downgrade,6.0,BM,,
S4608,pause,,,4.0,5.0
S4612,downgrade,8.0,BM,,
S4612,cancel,8.0,,,
S4615,pause,,,7.0,8.0
S4616,pause,,,7.0,9.0
S4619,downgrade,6.0,BM,,
S4619,pause,,,4.0,6.0
S4620,cancel,8.0,,,
S4621,pause,,,7.0,9.0
S4622,pause,,,7.0,9.0
S4623,downgrade,9.0,BM,,
S4624,pause,,,4.0,6.0
S4626,pause,,,3.0,5.0
S4627,cancel,9.0,,,
S4628,downgrade,7.0,BM,,
S4630,pause,,,6.0,7.0
S4631,pause,,,6.0,8.0
S4633,downgrade,5.0,BM,,
S4636,pause,,,4.0,6.0
S4638,downgrade,3.0,BM,,
S4639,pause,,,5.0,6.0
S4641,pause,,,4.0,6.0
S4642,downgrade,8.0,BM,,
S4643,cancel,8.0,,,
S4646,downgrade,9.0,BM,,
S4648,downgrade,5.0,BM,,
S4649,pause,,,7.0,8.0
S4649,cancel,7.0,,,
S4652,downgrade,4.0,BM,,
S4653,pause,,,5.0,7.0
S4654,downgrade,4.0,BM,,
S4655,cancel,5.0,,,
S4659,pause,,,4.0,5.0
S4660,cancel,8.0,,,
S4662,downgrade,7.0,BM,,
S4668,pause,,,4.0,5.0
S4670,downgrade,7.0,BM,,
S4670,cancel,5.0,,,
S4673,downgrade,9.0,BM,,
S4674,pause,,,6.0,7.0
S4676,downgrade,9.0,BM,,
S4676,pause,,,4.0,5.0
S4680,downgrade,3.0,BM,,
S4682,pause,,,5.0,6.0
S4682,cancel,10.0,,,
S4684,cancel,5.0,,,
S4685,cancel,9.0,,,
S4687,downgrade,5.0,BM,,
S4688,downgrade,6.0,BM,,
S4688,pause,,,4.0,5.0
S4690,downgrade,8.0,BM,,
S4694,downgrade,9.0,BM,,
S4700,downgrade,6.0,BM,,
S4702,downgrade,7.0,BM,,
S4702,pause,,,4.0,6.0
S4703,downgrade,3.0,BM,,
S4706,pause,,,6.0,8.0
S4707,pause,,,7.0,8.0
S4713,downgrade,7.0,BM,,
S4713,pause,,,4.0,6.0
S4714,downgrade,4.0,BM,,
S4714,pause,,,5.0,6.0
S4717,cancel,10.0,,,
S4718,downgrade,6.0,BM,,
S4719,downgrade,9.0,BM,,
S4720,pause,,,6.0,7.0
S4720,cancel,11.0,,,
S4723,pause,,,7.0,8.0
S4725,downgrade,8.0,BM,,
S4726,downgrade,6.0,BM,,
S4727,pause,,,4.0,6.0
S4728,downgrade,9.0,BM,,
S4730,cancel,8.0,,,
S4731,downgrade,6.0,BM,,
S4731,cancel,8.0,,,
S4733,pause,,,5.0,7.0
S4743,cancel,5.0,,,
S4744,downgrade,5.0,BM,,
S4746,downgrade,3.0,BM,,
S4747,downgrade,6.0,BM,,
S4747,pause,,,4.0,5.0
S4750,pause,,,5.0,6.0
S4751,downgrade,4.0,BM,,
S4751,pause,,,4.0,6.0
S4752,pause,,,6.0,7.0
S4752,cancel,7.0,,,
S4754,pause,,,5.0,7.0
S4754,cancel,7.0,,,
S4756,downgrade,3.0,BM,,
S4756,cancel,8.0,,,
S4758,downgrade,3.0,BM,,
S4759,pause,,,5.0,6.0
S4763,downgrade,9.0,BM,,
S4766,pause,,,3.0,4.0
S4767,downgrade,6.0,BM,,
S4767,pause,,,5.0,7.0
S4768,pause,,,6.0,8.0
S4770,downgrade,8.0,BM,,
S4774,downgrade,4.0,BM,,
S4774,cancel,5.0,,,
S4779,downgrade,9.0,BM,,
S4779,pause,,,3.0,4.0
S4782,cancel,8.0,,,
S4783,pause,,,7.0,8.0
S4785,pause,,,6.0,8.0
S4787,pause,,,3.0,5.0
S4790,downgrade,5.0,BM,,
S4792,downgrade,9.0,BM,,
S4794,downgrade,6.0,BM,,
S4794,pause,,,4.0,6.0
S4800,pause,,,5.0,6.0
S4802,cancel,8.0,,,
S4806,downgrade,6.0,BM,,
S4813,downgrade,4.0,BM,,
S4813,cancel,8.0,,,
S4815,pause,,,5.0,6.0
S4816,downgrade,8.0,BM,,
S4816,pause,,,6.0,8.0
S4816,cancel,10.0,,,
S4817,pause,,,3.0,4.0
S4818,downgrade,9.0,BM,,
S4818,pause,,,6.0,8.0
S4821,downgrade,4.0,BM,,
S4822,downgrade,9.0,BM,,
S4823,pause,,,6.0,7.0
S4824,downgrade,4.0,BM,,
S4825,pause,,,6.0,8.0
S4825,cancel,8.0,,,
S4826,downgrade,7.0,BM,,
S4828,downgrade,3.0,BM,,
S4830,pause,,,4.0,5.0
S4836,downgrade,7.0,BM,,
S4836,cancel,10.0,,,
S4837,pause,,,5.0,7.0
S4838,downgrade,7.0,BM,,
S4843,pause,,,4.0,6.0
S4847,cancel,5.0,,,
S4851,pause,,,7.0,9.0
S4853,downgrade,3.0,BM,,
S4857,pause,,,3.0,5.0
S4859,pause,,,5.0,6.0
S4862,downgrade,9.0,BM,,
S4867,pause,,,6.0,8.0
S4868,cancel,11.0,,,
S4869,downgrade,3.0,BM,,
S4869,pause,,,3.0,5.0
S4870,pause,,,4.0,5.0
S4874,pause,,,3.0,5.0
S4875,downgrade,8.0,BM,,
S4876,downgrade,7.0,BM,,
S4876,pause,,,6.0,8.0
S4877,downgrade,5.0,BM,,
S4877,pause,,,3.0,5.0
S4877,cancel,6.0,,,
S4879,downgrade,3.0,BM,,
S4880,cancel,8.0,,,
